watchlist_id,customer_id,content_id,added_at,is_watched
WL_0001622,CUST_000115,MOV_00388,2025-11-28,False
WL_0001623,CUST_000115,MOV_00254,2025-08-12,False
WL_0001624,CUST_000115,MOV_00056,2025-12-01,True
WL_0001625,CUST_000115,MOV_00140,2026-02-19,True
WL_0001626,CUST_000115,TVS_00165,2025-04-25,True
WL_0001627,CUST_000115,MOV_00126,2025-03-17,True
WL_0001628,CUST_000115,MOV_00152,2025-09-27,False
WL_0001629,CUST_000115,TVS_00016,2025-08-22,True
WL_0001630,CUST_000115,MOV_00394,2025-07-13,True
WL_0001631,CUST_000115,MOV_00031,2025-04-04,True
WL_0001632,CUST_000115,TVS_00016,2025-11-28,True
WL_0001633,CUST_000116,MOV_00366,2026-01-13,False
WL_0001634,CUST_000116,MOV_00187,2025-10-19,True
WL_0001635,CUST_000116,TVS_00031,2025-08-30,True
WL_0001636,CUST_000116,TVS_00106,2025-11-07,False
WL_0001637,CUST_000116,MOV_00467,2025-08-29,False
WL_0001638,CUST_000116,MOV_00413,2026-04-07,True
WL_0001639,CUST_000116,MOV_00268,2025-09-22,False
WL_0001640,CUST_000116,MOV_00254,2025-11-18,False
WL_0001641,CUST_000116,MOV_00458,2025-08-27,False
WL_0001642,CUST_000117,MOV_00342,2025-11-25,True
WL_0001643,CUST_000117,MOV_00095,2026-02-20,True
WL_0001644,CUST_000117,MOV_00495,2026-02-27,True
WL_0001645,CUST_000117,MOV_00342,2025-12-23,True
WL_0001646,CUST_000117,MOV_00050,2026-01-19,True
WL_0001647,CUST_000117,MOV_00442,2025-12-07,True
WL_0001648,CUST_000117,TVS_00176,2026-03-03,False
WL_0001649,CUST_000117,MOV_00268,2026-03-16,True
WL_0001650,CUST_000117,TVS_00154,2026-03-31,True
WL_0001651,CUST_000117,MOV_00207,2026-01-29,True
WL_0001652,CUST_000117,MOV_00420,2025-12-19,True
WL_0001653,CUST_000117,TVS_00165,2026-02-02,False
WL_0001654,CUST_000117,TVS_00031,2025-11-23,False
WL_0001655,CUST_000117,MOV_00118,2025-12-28,True
WL_0001656,CUST_000117,MOV_00123,2025-11-18,True
WL_0001657,CUST_000117,MOV_00453,2026-03-15,False
WL_0001658,CUST_000117,MOV_00298,2025-12-06,False
WL_0001659,CUST_000117,TVS_00127,2025-11-27,False
WL_0001660,CUST_000117,MOV_00439,2026-01-01,False
WL_0001661,CUST_000117,MOV_00079,2025-11-23,True
WL_0001662,CUST_000117,MOV_00121,2026-02-15,True
WL_0001663,CUST_000117,TVS_00110,2025-12-05,False
WL_0001664,CUST_000117,TVS_00048,2026-03-23,True
WL_0001665,CUST_000117,MOV_00106,2025-12-20,True
WL_0001666,CUST_000117,MOV_00302,2026-02-23,True
WL_0001667,CUST_000118,TVS_00147,2025-03-31,True
WL_0001668,CUST_000118,MOV_00348,2025-02-28,True
WL_0001669,CUST_000118,MOV_00098,2025-02-03,True
WL_0001670,CUST_000118,MOV_00476,2024-12-13,False
WL_0001671,CUST_000118,MOV_00351,2025-02-17,False
WL_0001672,CUST_000118,TVS_00080,2024-12-17,False
WL_0001673,CUST_000118,TVS_00065,2024-11-23,True
WL_0001674,CUST_000118,TVS_00027,2024-11-27,True
WL_0001675,CUST_000118,MOV_00221,2025-07-04,True
WL_0001676,CUST_000118,TVS_00107,2025-05-27,True
WL_0001677,CUST_000118,MOV_00036,2025-05-12,False
WL_0001678,CUST_000118,MOV_00288,2025-02-11,True
WL_0001679,CUST_000118,MOV_00090,2025-08-11,True
WL_0001680,CUST_000119,MOV_00250,2026-01-03,True
WL_0001681,CUST_000119,MOV_00260,2025-04-03,True
WL_0001682,CUST_000119,MOV_00430,2025-08-05,False
WL_0001683,CUST_000119,MOV_00106,2026-03-11,True
WL_0001684,CUST_000119,MOV_00217,2026-03-06,False
WL_0001685,CUST_000119,TVS_00116,2025-10-03,False
WL_0001686,CUST_000119,MOV_00496,2025-05-27,True
WL_0001687,CUST_000120,MOV_00028,2025-12-30,True
WL_0001688,CUST_000120,MOV_00448,2025-12-19,False
WL_0001689,CUST_000120,MOV_00311,2025-12-18,False
WL_0001690,CUST_000120,TVS_00189,2026-02-02,False
WL_0001691,CUST_000120,MOV_00271,2025-12-19,True
WL_0001692,CUST_000120,MOV_00265,2026-01-15,False
WL_0001693,CUST_000121,MOV_00377,2025-11-23,True
WL_0001694,CUST_000121,MOV_00215,2025-07-24,True
WL_0001695,CUST_000121,MOV_00431,2026-03-04,False
WL_0001696,CUST_000121,MOV_00430,2025-06-11,True
WL_0001697,CUST_000121,TVS_00164,2025-10-26,True
WL_0001698,CUST_000121,TVS_00190,2026-03-29,True
WL_0001699,CUST_000121,TVS_00109,2025-04-17,False
WL_0001700,CUST_000121,MOV_00309,2025-11-13,True
WL_0001701,CUST_000121,MOV_00327,2026-01-14,False
WL_0001702,CUST_000121,MOV_00154,2025-10-03,True
WL_0001703,CUST_000121,TVS_00035,2025-07-08,True
WL_0001704,CUST_000121,MOV_00319,2026-03-06,True
WL_0001705,CUST_000121,TVS_00175,2025-07-26,True
WL_0001706,CUST_000121,TVS_00193,2025-04-17,True
WL_0001707,CUST_000121,MOV_00390,2025-08-16,True
WL_0001708,CUST_000121,TVS_00035,2026-02-05,True
WL_0001709,CUST_000121,MOV_00069,2025-09-14,False
WL_0001710,CUST_000121,MOV_00427,2025-10-17,False
WL_0001711,CUST_000121,TVS_00136,2025-07-05,False
WL_0001712,CUST_000122,TVS_00082,2025-01-02,True
WL_0001713,CUST_000122,TVS_00144,2024-11-28,True
WL_0001714,CUST_000122,MOV_00487,2025-12-24,True
WL_0001715,CUST_000122,TVS_00125,2025-05-16,True
WL_0001716,CUST_000122,MOV_00091,2025-02-11,False
WL_0001717,CUST_000122,TVS_00186,2024-11-20,True
WL_0001718,CUST_000123,TVS_00106,2024-11-13,False
WL_0001719,CUST_000123,MOV_00304,2025-06-03,True
WL_0001720,CUST_000123,MOV_00456,2024-05-13,True
WL_0001721,CUST_000123,MOV_00144,2024-07-22,True
WL_0001722,CUST_000123,TVS_00038,2024-07-06,True
WL_0001723,CUST_000124,MOV_00248,2025-09-10,False
WL_0001724,CUST_000124,MOV_00180,2025-09-09,True
WL_0001725,CUST_000124,MOV_00103,2026-04-09,True
WL_0001726,CUST_000124,MOV_00278,2025-08-19,True
WL_0001727,CUST_000124,MOV_00128,2025-11-09,False
WL_0001728,CUST_000124,TVS_00032,2025-11-19,False
WL_0001729,CUST_000124,MOV_00482,2025-09-04,True
WL_0001730,CUST_000124,TVS_00035,2025-11-13,False
WL_0001731,CUST_000124,MOV_00387,2025-10-06,True
WL_0001732,CUST_000124,MOV_00389,2025-08-08,True
WL_0001733,CUST_000124,MOV_00309,2025-12-26,True
WL_0001734,CUST_000124,MOV_00265,2025-07-29,True
WL_0001735,CUST_000124,MOV_00086,2026-01-08,True
WL_0001736,CUST_000124,TVS_00125,2026-01-29,False
WL_0001737,CUST_000124,TVS_00028,2025-09-09,True
WL_0001738,CUST_000124,MOV_00352,2025-11-09,False
WL_0001739,CUST_000124,MOV_00423,2026-03-15,False
WL_0001740,CUST_000124,MOV_00196,2025-09-23,True
WL_0001741,CUST_000125,TVS_00153,2025-08-15,True
WL_0001742,CUST_000125,TVS_00108,2025-07-09,True
WL_0001743,CUST_000125,TVS_00050,2026-02-11,True
WL_0001744,CUST_000125,MOV_00375,2025-11-09,True
WL_0001745,CUST_000125,MOV_00244,2026-03-10,False
WL_0001746,CUST_000125,MOV_00330,2025-10-01,True
WL_0001747,CUST_000125,MOV_00026,2025-08-19,True
WL_0001748,CUST_000125,MOV_00079,2025-05-30,True
WL_0001749,CUST_000125,TVS_00191,2025-08-08,True
WL_0001750,CUST_000125,MOV_00177,2025-10-26,True
WL_0001751,CUST_000125,MOV_00423,2025-09-23,True
WL_0001752,CUST_000125,MOV_00251,2025-08-22,True
WL_0001753,CUST_000125,MOV_00393,2025-11-29,False
WL_0001754,CUST_000125,MOV_00053,2025-11-23,True
WL_0001755,CUST_000125,MOV_00192,2025-06-17,True
WL_0001756,CUST_000125,TVS_00052,2025-05-05,False
WL_0001757,CUST_000125,MOV_00300,2025-09-21,False
WL_0001758,CUST_000125,MOV_00177,2025-05-24,True
WL_0001759,CUST_000125,TVS_00176,2026-02-10,False
WL_0001760,CUST_000126,MOV_00074,2025-12-12,True
WL_0001761,CUST_000126,MOV_00477,2025-10-25,True
WL_0001762,CUST_000126,TVS_00168,2026-03-20,False
WL_0001763,CUST_000126,MOV_00192,2025-05-04,True
WL_0001764,CUST_000126,MOV_00441,2025-08-04,True
WL_0001765,CUST_000126,TVS_00162,2025-12-06,False
WL_0001766,CUST_000126,MOV_00448,2025-08-25,True
WL_0001767,CUST_000126,MOV_00411,2026-02-12,False
WL_0001768,CUST_000126,TVS_00150,2026-01-09,True
WL_0001769,CUST_000127,MOV_00308,2025-06-11,False
WL_0001770,CUST_000127,MOV_00236,2025-06-23,False
WL_0001771,CUST_000127,TVS_00034,2025-05-01,True
WL_0001772,CUST_000127,MOV_00332,2025-04-12,False
WL_0001773,CUST_000127,MOV_00345,2025-03-11,True
WL_0001774,CUST_000127,MOV_00224,2025-03-30,False
WL_0001775,CUST_000127,MOV_00245,2025-06-15,False
WL_0001776,CUST_000127,TVS_00064,2025-05-02,False
WL_0001777,CUST_000127,MOV_00301,2025-06-27,True
WL_0001778,CUST_000127,MOV_00483,2025-06-18,False
WL_0001779,CUST_000127,TVS_00093,2025-06-25,False
WL_0001780,CUST_000127,TVS_00002,2025-05-21,True
WL_0001781,CUST_000127,MOV_00127,2025-02-22,True
WL_0001782,CUST_000127,TVS_00045,2025-05-25,False
WL_0001783,CUST_000127,MOV_00321,2025-03-04,False
WL_0001784,CUST_000127,MOV_00401,2025-03-17,True
WL_0001785,CUST_000127,MOV_00228,2025-05-17,True
WL_0001786,CUST_000128,MOV_00443,2026-02-14,True
WL_0001787,CUST_000128,MOV_00064,2026-02-08,False
WL_0001788,CUST_000128,MOV_00462,2025-12-25,True
WL_0001789,CUST_000128,TVS_00171,2026-03-07,False
WL_0001790,CUST_000128,TVS_00034,2026-02-12,False
WL_0001791,CUST_000128,TVS_00029,2026-04-06,True
WL_0001792,CUST_000128,MOV_00183,2026-01-20,True
WL_0001793,CUST_000128,MOV_00010,2026-03-06,True
WL_0001794,CUST_000128,TVS_00197,2026-02-01,False
WL_0001795,CUST_000128,MOV_00131,2026-04-05,True
WL_0001796,CUST_000128,MOV_00013,2026-03-31,False
WL_0001797,CUST_000128,MOV_00366,2026-04-02,False
WL_0001798,CUST_000129,MOV_00201,2026-04-01,False
WL_0001799,CUST_000129,MOV_00121,2026-04-06,False
WL_0001800,CUST_000129,MOV_00165,2026-03-24,True
WL_0001801,CUST_000129,TVS_00117,2026-04-01,False
WL_0001802,CUST_000129,MOV_00123,2026-03-29,True
WL_0001803,CUST_000129,MOV_00456,2026-03-26,True
WL_0001804,CUST_000130,TVS_00123,2025-08-22,False
WL_0001805,CUST_000130,MOV_00361,2025-03-31,True
WL_0001806,CUST_000130,MOV_00144,2025-04-06,True
WL_0001807,CUST_000130,MOV_00019,2025-11-29,False
WL_0001808,CUST_000130,MOV_00019,2024-11-08,False
WL_0001809,CUST_000130,TVS_00003,2025-03-07,True
WL_0001810,CUST_000130,MOV_00177,2026-03-14,False
WL_0001811,CUST_000130,MOV_00088,2025-03-21,True
WL_0001812,CUST_000130,TVS_00058,2025-07-28,True
WL_0001813,CUST_000130,TVS_00122,2025-05-23,False
WL_0001814,CUST_000130,MOV_00140,2024-06-29,False
WL_0001815,CUST_000130,TVS_00116,2025-02-20,True
WL_0001816,CUST_000130,MOV_00433,2024-10-24,True
WL_0001817,CUST_000130,MOV_00440,2026-04-01,False
WL_0001818,CUST_000130,TVS_00179,2025-08-09,True
WL_0001819,CUST_000130,TVS_00156,2025-12-04,True
WL_0001820,CUST_000131,MOV_00442,2026-04-06,False
WL_0001821,CUST_000131,MOV_00463,2025-01-05,False
WL_0001822,CUST_000131,TVS_00083,2025-02-24,False
WL_0001823,CUST_000131,TVS_00045,2026-02-16,True
WL_0001824,CUST_000131,MOV_00403,2025-09-16,False
WL_0001825,CUST_000131,MOV_00076,2025-06-25,True
WL_0001826,CUST_000131,MOV_00250,2024-09-06,False
WL_0001827,CUST_000131,MOV_00355,2025-06-06,False
WL_0001828,CUST_000131,MOV_00230,2025-09-17,True
WL_0001829,CUST_000131,MOV_00352,2025-06-02,True
WL_0001830,CUST_000131,TVS_00100,2025-10-25,True
WL_0001831,CUST_000131,TVS_00049,2026-03-16,True
WL_0001832,CUST_000131,MOV_00268,2024-11-25,True
WL_0001833,CUST_000131,MOV_00258,2026-02-18,True
WL_0001834,CUST_000132,MOV_00370,2025-08-02,True
WL_0001835,CUST_000132,TVS_00109,2026-01-18,True
WL_0001836,CUST_000132,MOV_00495,2026-01-03,True
WL_0001837,CUST_000133,MOV_00115,2026-01-29,True
WL_0001838,CUST_000133,MOV_00121,2026-02-13,True
WL_0001839,CUST_000133,TVS_00199,2026-02-16,True
WL_0001840,CUST_000133,MOV_00425,2026-03-10,True
WL_0001841,CUST_000133,MOV_00479,2026-03-04,True
WL_0001842,CUST_000133,MOV_00413,2026-03-17,False
WL_0001843,CUST_000133,MOV_00482,2026-01-28,False
WL_0001844,CUST_000133,MOV_00440,2026-04-03,True
WL_0001845,CUST_000133,MOV_00115,2026-03-29,True
WL_0001846,CUST_000133,TVS_00108,2026-01-30,False
WL_0001847,CUST_000133,MOV_00049,2026-03-20,True
WL_0001848,CUST_000134,MOV_00451,2026-02-26,True
WL_0001849,CUST_000134,MOV_00485,2025-12-12,True
WL_0001850,CUST_000134,TVS_00196,2026-01-08,True
WL_0001851,CUST_000134,MOV_00114,2025-10-04,False
WL_0001852,CUST_000134,MOV_00058,2025-12-30,True
WL_0001853,CUST_000134,TVS_00147,2025-10-26,True
WL_0001854,CUST_000134,TVS_00084,2026-03-19,True
WL_0001855,CUST_000134,TVS_00175,2026-02-19,True
WL_0001856,CUST_000134,MOV_00470,2026-01-14,False
WL_0001857,CUST_000134,MOV_00041,2025-12-17,False
WL_0001858,CUST_000134,MOV_00478,2025-12-09,False
WL_0001859,CUST_000134,TVS_00196,2026-03-30,False
WL_0001860,CUST_000134,MOV_00275,2025-12-16,True
WL_0001861,CUST_000134,MOV_00404,2025-12-01,True
WL_0001862,CUST_000134,MOV_00350,2026-01-28,False
WL_0001863,CUST_000134,MOV_00160,2025-09-22,True
WL_0001864,CUST_000134,MOV_00353,2026-04-08,False
WL_0001865,CUST_000134,TVS_00126,2026-03-21,False
WL_0001866,CUST_000134,MOV_00291,2026-02-20,False
WL_0001867,CUST_000134,MOV_00176,2025-12-23,True
WL_0001868,CUST_000134,MOV_00051,2026-01-20,False
WL_0001869,CUST_000134,TVS_00065,2026-03-06,False
WL_0001870,CUST_000134,MOV_00176,2026-04-02,True
WL_0001871,CUST_000134,MOV_00279,2025-12-21,True
WL_0001872,CUST_000135,MOV_00494,2025-10-17,True
WL_0001873,CUST_000135,TVS_00045,2025-10-24,False
WL_0001874,CUST_000135,MOV_00013,2025-08-29,True
WL_0001875,CUST_000135,TVS_00050,2026-02-13,True
WL_0001876,CUST_000135,MOV_00215,2025-11-14,False
WL_0001877,CUST_000135,MOV_00309,2026-01-21,False
WL_0001878,CUST_000135,MOV_00212,2025-12-26,True
WL_0001879,CUST_000135,MOV_00250,2026-04-09,False
WL_0001880,CUST_000135,MOV_00169,2025-11-01,True
WL_0001881,CUST_000135,MOV_00053,2026-03-14,False
WL_0001882,CUST_000135,MOV_00395,2025-10-21,False
WL_0001883,CUST_000136,TVS_00079,2025-12-10,True
WL_0001884,CUST_000136,MOV_00460,2024-09-17,False
WL_0001885,CUST_000136,MOV_00459,2025-08-20,False
WL_0001886,CUST_000136,TVS_00122,2025-08-31,False
WL_0001887,CUST_000136,TVS_00186,2024-08-23,True
WL_0001888,CUST_000136,MOV_00459,2025-07-07,True
WL_0001889,CUST_000136,MOV_00466,2026-04-02,True
WL_0001890,CUST_000136,MOV_00048,2025-06-09,False
WL_0001891,CUST_000136,TVS_00078,2025-11-02,True
WL_0001892,CUST_000136,MOV_00373,2025-08-09,True
WL_0001893,CUST_000136,MOV_00354,2025-06-03,True
WL_0001894,CUST_000136,MOV_00445,2026-01-23,True
WL_0001895,CUST_000136,TVS_00141,2025-11-26,False
WL_0001896,CUST_000136,MOV_00369,2025-02-12,True
WL_0001897,CUST_000136,TVS_00065,2026-03-09,True
WL_0001898,CUST_000136,TVS_00140,2025-09-25,True
WL_0001899,CUST_000136,MOV_00479,2026-01-13,True
WL_0001900,CUST_000136,TVS_00058,2025-09-02,False
WL_0001901,CUST_000136,MOV_00350,2024-12-13,False
WL_0001902,CUST_000136,TVS_00136,2025-10-20,True
WL_0001903,CUST_000137,TVS_00040,2026-03-26,False
WL_0001904,CUST_000137,MOV_00485,2026-03-02,True
WL_0001905,CUST_000137,MOV_00400,2026-04-07,True
WL_0001906,CUST_000137,MOV_00477,2026-02-12,True
WL_0001907,CUST_000137,MOV_00482,2026-03-23,False
WL_0001908,CUST_000137,MOV_00326,2026-04-11,True
WL_0001909,CUST_000137,TVS_00197,2026-03-06,False
WL_0001910,CUST_000137,MOV_00209,2026-03-29,False
WL_0001911,CUST_000137,TVS_00163,2026-01-31,False
WL_0001912,CUST_000137,MOV_00470,2026-02-26,True
WL_0001913,CUST_000137,MOV_00125,2026-03-04,False
WL_0001914,CUST_000137,MOV_00492,2026-04-09,True
WL_0001915,CUST_000137,TVS_00068,2026-03-13,False
WL_0001916,CUST_000137,MOV_00235,2026-03-08,False
WL_0001917,CUST_000137,MOV_00009,2026-02-16,False
WL_0001918,CUST_000137,MOV_00282,2026-02-01,False
WL_0001919,CUST_000137,MOV_00344,2026-03-28,False
WL_0001920,CUST_000137,MOV_00272,2026-03-11,False
WL_0001921,CUST_000137,MOV_00342,2026-02-07,False
WL_0001922,CUST_000138,MOV_00299,2026-01-04,False
WL_0001923,CUST_000138,MOV_00477,2026-02-24,True
WL_0001924,CUST_000138,MOV_00167,2026-01-22,True
WL_0001925,CUST_000138,MOV_00411,2026-01-15,True
WL_0001926,CUST_000138,MOV_00089,2026-03-27,False
WL_0001927,CUST_000139,MOV_00470,2025-05-13,False
WL_0001928,CUST_000139,MOV_00071,2025-02-16,True
WL_0001929,CUST_000139,MOV_00306,2025-01-04,False
WL_0001930,CUST_000139,MOV_00414,2025-05-25,True
WL_0001931,CUST_000139,TVS_00146,2025-05-27,True
WL_0001932,CUST_000139,MOV_00293,2026-01-27,True
WL_0001933,CUST_000139,MOV_00429,2025-02-12,False
WL_0001934,CUST_000139,MOV_00036,2025-04-22,True
WL_0001935,CUST_000139,TVS_00077,2025-12-06,True
WL_0001936,CUST_000139,MOV_00053,2024-11-18,True
WL_0001937,CUST_000139,TVS_00005,2024-12-04,False
WL_0001938,CUST_000139,MOV_00156,2026-01-27,True
WL_0001939,CUST_000139,TVS_00182,2024-12-16,False
WL_0001940,CUST_000139,MOV_00449,2025-12-23,True
WL_0001941,CUST_000139,TVS_00153,2025-05-21,True
WL_0001942,CUST_000139,MOV_00019,2025-11-17,True
WL_0001943,CUST_000139,MOV_00408,2024-11-22,True
WL_0001944,CUST_000139,MOV_00305,2025-07-13,False
WL_0001945,CUST_000139,MOV_00248,2026-01-05,True
WL_0001946,CUST_000139,MOV_00450,2024-12-16,True
WL_0001947,CUST_000139,MOV_00167,2025-08-18,True
WL_0001948,CUST_000139,MOV_00478,2024-11-02,True
WL_0001949,CUST_000139,TVS_00156,2025-08-27,True
WL_0001950,CUST_000139,TVS_00018,2025-01-09,True
WL_0001951,CUST_000139,TVS_00034,2024-11-13,True
WL_0001952,CUST_000140,MOV_00023,2026-02-15,True
WL_0001953,CUST_000140,TVS_00115,2026-03-28,True
WL_0001954,CUST_000140,MOV_00394,2026-01-26,True
WL_0001955,CUST_000140,MOV_00210,2025-12-30,True
WL_0001956,CUST_000140,MOV_00335,2026-01-09,True
WL_0001957,CUST_000140,MOV_00323,2026-03-08,False
WL_0001958,CUST_000140,MOV_00000,2026-02-18,False
WL_0001959,CUST_000140,MOV_00067,2025-12-30,True
WL_0001960,CUST_000140,TVS_00096,2026-03-28,False
WL_0001961,CUST_000141,TVS_00089,2025-12-28,False
WL_0001962,CUST_000141,MOV_00345,2026-02-07,False
WL_0001963,CUST_000141,MOV_00471,2026-03-03,False
WL_0001964,CUST_000141,TVS_00031,2025-12-14,True
WL_0001965,CUST_000141,MOV_00357,2025-12-08,False
WL_0001966,CUST_000141,MOV_00389,2026-03-09,True
WL_0001967,CUST_000141,TVS_00041,2025-10-05,True
WL_0001968,CUST_000142,MOV_00071,2025-08-26,False
WL_0001969,CUST_000142,TVS_00152,2025-08-03,True
WL_0001970,CUST_000142,MOV_00243,2026-03-17,True
WL_0001971,CUST_000142,MOV_00358,2025-09-14,True
WL_0001972,CUST_000142,MOV_00423,2026-03-27,False
WL_0001973,CUST_000142,MOV_00048,2026-01-08,True
WL_0001974,CUST_000142,MOV_00197,2025-08-23,False
WL_0001975,CUST_000142,MOV_00136,2025-10-30,True
WL_0001976,CUST_000142,TVS_00077,2026-03-10,True
WL_0001977,CUST_000142,MOV_00448,2025-09-27,True
WL_0001978,CUST_000142,TVS_00171,2025-09-07,False
WL_0001979,CUST_000142,TVS_00081,2025-09-01,True
WL_0001980,CUST_000142,MOV_00206,2025-08-06,True
WL_0001981,CUST_000142,TVS_00121,2026-02-05,True
WL_0001982,CUST_000143,MOV_00050,2025-08-08,False
WL_0001983,CUST_000143,MOV_00045,2026-01-26,True
WL_0001984,CUST_000143,MOV_00403,2025-09-30,False
WL_0001985,CUST_000143,MOV_00028,2025-09-19,True
WL_0001986,CUST_000143,MOV_00149,2025-07-24,True
WL_0001987,CUST_000143,MOV_00337,2025-11-28,True
WL_0001988,CUST_000143,MOV_00290,2026-03-27,False
WL_0001989,CUST_000143,MOV_00422,2026-03-30,True
WL_0001990,CUST_000143,TVS_00055,2026-03-01,False
WL_0001991,CUST_000143,MOV_00100,2026-02-28,True
WL_0001992,CUST_000143,MOV_00459,2025-12-01,True
WL_0001993,CUST_000143,MOV_00158,2025-12-16,True
WL_0001994,CUST_000143,MOV_00318,2025-09-01,True
WL_0001995,CUST_000143,TVS_00133,2025-11-28,True
WL_0001996,CUST_000143,TVS_00045,2025-07-24,True
WL_0001997,CUST_000143,MOV_00022,2026-01-04,True
WL_0001998,CUST_000143,MOV_00277,2025-10-23,True
WL_0001999,CUST_000143,MOV_00473,2025-08-27,True
WL_0002000,CUST_000143,MOV_00475,2025-12-21,False
WL_0002001,CUST_000143,MOV_00346,2025-09-27,True
WL_0002002,CUST_000143,MOV_00334,2025-08-13,True
WL_0002003,CUST_000143,MOV_00046,2025-11-17,True
WL_0002004,CUST_000143,MOV_00258,2025-09-12,True
WL_0002005,CUST_000143,MOV_00383,2026-01-01,True
WL_0002006,CUST_000143,MOV_00255,2026-03-14,False
WL_0002007,CUST_000144,MOV_00239,2026-03-11,False
WL_0002008,CUST_000144,TVS_00168,2026-02-12,True
WL_0002009,CUST_000144,TVS_00094,2026-03-21,True
WL_0002010,CUST_000144,TVS_00004,2026-03-14,False
WL_0002011,CUST_000144,MOV_00309,2026-03-31,False
WL_0002012,CUST_000144,MOV_00306,2026-03-01,True
WL_0002013,CUST_000144,TVS_00172,2026-03-22,True
WL_0002014,CUST_000145,TVS_00120,2026-01-01,False
WL_0002015,CUST_000145,MOV_00256,2025-05-27,True
WL_0002016,CUST_000145,MOV_00146,2025-05-21,True
WL_0002017,CUST_000145,TVS_00155,2026-01-20,True
WL_0002018,CUST_000146,TVS_00187,2025-07-28,False
WL_0002019,CUST_000146,MOV_00013,2025-07-04,False
WL_0002020,CUST_000146,TVS_00106,2025-04-24,True
WL_0002021,CUST_000146,TVS_00140,2025-06-13,True
WL_0002022,CUST_000146,MOV_00079,2025-07-29,True
WL_0002023,CUST_000146,MOV_00150,2025-10-10,False
WL_0002024,CUST_000146,MOV_00232,2025-08-23,True
WL_0002025,CUST_000146,MOV_00160,2025-05-14,False
WL_0002026,CUST_000146,MOV_00137,2026-01-25,False
WL_0002027,CUST_000146,MOV_00056,2025-08-11,True
WL_0002028,CUST_000146,TVS_00113,2025-07-15,False
WL_0002029,CUST_000146,MOV_00126,2025-12-01,True
WL_0002030,CUST_000146,MOV_00494,2025-04-21,True
WL_0002031,CUST_000146,TVS_00070,2025-08-13,False
WL_0002032,CUST_000146,MOV_00223,2025-04-29,False
WL_0002033,CUST_000146,MOV_00205,2025-07-20,False
WL_0002034,CUST_000146,TVS_00050,2025-05-30,True
WL_0002035,CUST_000146,MOV_00437,2025-06-17,False
WL_0002036,CUST_000146,MOV_00130,2025-12-11,True
WL_0002037,CUST_000146,MOV_00375,2025-09-13,False
WL_0002038,CUST_000146,TVS_00185,2025-12-23,True
WL_0002039,CUST_000146,MOV_00468,2025-06-23,False
WL_0002040,CUST_000146,MOV_00141,2025-11-27,False
WL_0002041,CUST_000146,MOV_00304,2025-06-13,True
WL_0002042,CUST_000147,MOV_00111,2025-01-28,False
WL_0002043,CUST_000147,MOV_00005,2025-12-31,True
WL_0002044,CUST_000147,MOV_00389,2024-12-04,True
WL_0002045,CUST_000147,MOV_00435,2025-05-04,True
WL_0002046,CUST_000147,MOV_00464,2026-04-02,True
WL_0002047,CUST_000147,MOV_00488,2026-03-20,True
WL_0002048,CUST_000147,MOV_00428,2025-05-27,True
WL_0002049,CUST_000148,MOV_00004,2025-09-22,False
WL_0002050,CUST_000148,TVS_00024,2025-06-28,True
WL_0002051,CUST_000148,MOV_00488,2025-03-18,False
WL_0002052,CUST_000148,MOV_00121,2025-07-23,False
WL_0002053,CUST_000148,TVS_00140,2026-04-10,True
WL_0002054,CUST_000148,MOV_00323,2025-06-16,True
WL_0002055,CUST_000148,MOV_00196,2025-06-03,True
WL_0002056,CUST_000148,MOV_00382,2026-04-10,True
WL_0002057,CUST_000148,MOV_00354,2026-04-07,True
WL_0002058,CUST_000148,MOV_00284,2025-09-10,False
WL_0002059,CUST_000148,MOV_00493,2025-06-17,True
WL_0002060,CUST_000148,MOV_00487,2026-01-11,True
WL_0002061,CUST_000148,MOV_00135,2025-12-06,False
WL_0002062,CUST_000148,MOV_00347,2025-05-07,True
WL_0002063,CUST_000148,MOV_00001,2025-06-13,False
WL_0002064,CUST_000148,MOV_00336,2025-06-06,False
WL_0002065,CUST_000148,MOV_00347,2025-06-07,True
WL_0002066,CUST_000148,MOV_00207,2025-08-14,True
WL_0002067,CUST_000148,MOV_00354,2025-12-08,True
WL_0002068,CUST_000148,MOV_00244,2025-03-23,True
WL_0002069,CUST_000148,MOV_00426,2026-01-30,True
WL_0002070,CUST_000149,MOV_00398,2025-07-28,True
WL_0002071,CUST_000149,TVS_00112,2025-07-24,True
WL_0002072,CUST_000149,TVS_00009,2025-05-26,True
WL_0002073,CUST_000149,MOV_00405,2025-03-18,False
WL_0002074,CUST_000149,MOV_00381,2025-03-16,True
WL_0002075,CUST_000149,TVS_00155,2025-11-30,True
WL_0002076,CUST_000149,TVS_00076,2025-07-16,False
WL_0002077,CUST_000149,MOV_00110,2025-05-04,False
WL_0002078,CUST_000149,MOV_00309,2025-06-26,True
WL_0002079,CUST_000149,MOV_00306,2025-06-11,False
WL_0002080,CUST_000149,MOV_00085,2025-03-23,False
WL_0002081,CUST_000149,MOV_00173,2026-03-24,True
WL_0002082,CUST_000149,MOV_00432,2025-08-28,True
WL_0002083,CUST_000150,TVS_00075,2026-03-18,False
WL_0002084,CUST_000150,MOV_00018,2026-03-10,False
WL_0002085,CUST_000150,TVS_00111,2026-01-17,False
WL_0002086,CUST_000150,TVS_00041,2026-02-06,False
