customer_id,event_type,event_date,plan_type,monthly_revenue,cancellation_reason
CUST_000344,subscribe,2024-07-12,premium,22.99,
CUST_000344,downgrade,2024-12-15,premium,22.99,
CUST_000345,subscribe,2025-11-07,premium,22.99,
CUST_000346,subscribe,2025-09-27,basic,9.99,
CUST_000347,subscribe,2026-03-13,premium,22.99,
CUST_000347,downgrade,2026-05-22,standard,15.49,
CUST_000348,subscribe,2024-10-14,premium,22.99,
CUST_000349,subscribe,2024-07-02,basic,9.99,
CUST_000350,subscribe,2025-08-12,premium,22.99,
CUST_000351,subscribe,2025-04-15,basic,9.99,
CUST_000352,subscribe,2024-06-14,standard,15.49,
CUST_000353,subscribe,2025-08-27,premium,22.99,
CUST_000354,subscribe,2025-10-23,standard,15.49,
CUST_000355,subscribe,2024-12-30,premium,22.99,
CUST_000355,cancel,2025-12-24,premium,0.0,not_enough_content
CUST_000356,subscribe,2026-01-25,basic,9.99,
CUST_000356,cancel,2026-06-04,basic,0.0,technical_issues
CUST_000357,subscribe,2024-08-26,standard,15.49,
CUST_000357,downgrade,2024-12-28,standard,15.49,
CUST_000358,subscribe,2025-03-10,basic,9.99,
CUST_000359,subscribe,2024-11-17,standard,15.49,
CUST_000359,downgrade,2025-02-14,standard,15.49,
CUST_000360,subscribe,2026-02-26,basic,9.99,
CUST_000361,subscribe,2024-07-01,standard,15.49,
CUST_000362,subscribe,2026-01-21,premium,22.99,
CUST_000363,subscribe,2025-12-21,standard,15.49,
CUST_000364,subscribe,2024-09-14,premium,22.99,
CUST_000365,subscribe,2025-05-19,premium,22.99,
CUST_000365,downgrade,2025-11-12,standard,15.49,
CUST_000366,subscribe,2025-10-10,standard,15.49,
CUST_000367,subscribe,2026-02-10,basic,9.99,
CUST_000368,subscribe,2025-12-25,basic,9.99,
CUST_000369,subscribe,2024-08-09,standard,15.49,
CUST_000370,subscribe,2024-12-10,basic,9.99,
CUST_000370,cancel,2025-09-09,basic,0.0,personal_reasons
CUST_000371,subscribe,2024-09-04,premium,22.99,
CUST_000372,subscribe,2025-07-09,standard,15.49,
CUST_000372,upgrade,2025-10-07,premium,22.99,
CUST_000372,cancel,2026-04-16,standard,0.0,not_enough_content
CUST_000373,subscribe,2024-11-02,premium,22.99,
CUST_000373,cancel,2025-05-28,premium,0.0,technical_issues
CUST_000374,subscribe,2024-11-15,premium,22.99,
CUST_000375,subscribe,2025-11-13,standard,15.49,
CUST_000376,subscribe,2024-09-18,basic,9.99,
CUST_000377,subscribe,2025-08-13,standard,15.49,
CUST_000378,subscribe,2026-02-20,standard,15.49,
CUST_000378,downgrade,2026-04-11,standard,15.49,
CUST_000379,subscribe,2025-02-08,standard,15.49,
CUST_000380,subscribe,2026-02-23,premium,22.99,
CUST_000381,subscribe,2025-03-06,standard,15.49,
CUST_000382,subscribe,2025-01-04,basic,9.99,
CUST_000383,subscribe,2025-07-20,standard,15.49,
CUST_000384,subscribe,2025-05-09,premium,22.99,
CUST_000384,downgrade,2025-07-27,standard,15.49,
CUST_000384,cancel,2025-12-24,premium,0.0,switching_competitor
CUST_000385,subscribe,2025-11-30,basic,9.99,
CUST_000386,subscribe,2025-03-06,basic,9.99,
CUST_000386,cancel,2025-05-07,basic,0.0,too_expensive
CUST_000387,subscribe,2025-10-27,premium,22.99,
CUST_000388,subscribe,2025-02-22,premium,22.99,
CUST_000388,downgrade,2025-06-15,basic,9.99,
CUST_000389,subscribe,2024-07-04,standard,15.49,
CUST_000390,subscribe,2025-12-24,premium,22.99,
CUST_000391,subscribe,2025-11-26,standard,15.49,
CUST_000392,subscribe,2024-09-11,basic,9.99,
CUST_000393,subscribe,2024-11-21,basic,9.99,
CUST_000394,subscribe,2025-10-31,premium,22.99,
CUST_000395,subscribe,2026-04-10,premium,22.99,
CUST_000396,subscribe,2024-11-15,basic,9.99,
CUST_000397,subscribe,2024-07-15,premium,22.99,
CUST_000397,downgrade,2024-10-01,premium,22.99,
CUST_000398,subscribe,2026-02-08,standard,15.49,
CUST_000399,subscribe,2025-02-26,basic,9.99,
CUST_000400,subscribe,2024-06-23,standard,15.49,
CUST_000400,upgrade,2024-08-07,premium,22.99,
CUST_000401,subscribe,2025-03-06,basic,9.99,
CUST_000401,cancel,2025-11-09,basic,0.0,not_enough_content
CUST_000402,subscribe,2025-09-01,basic,9.99,
CUST_000403,subscribe,2025-02-19,standard,15.49,
CUST_000404,subscribe,2024-04-23,standard,15.49,
CUST_000404,downgrade,2024-09-08,standard,15.49,
CUST_000405,subscribe,2024-07-03,basic,9.99,
CUST_000406,subscribe,2025-03-23,basic,9.99,
CUST_000407,subscribe,2025-12-29,premium,22.99,
CUST_000407,downgrade,2026-03-05,basic,9.99,
CUST_000408,subscribe,2024-10-21,basic,9.99,
CUST_000408,downgrade,2025-03-07,basic,9.99,
CUST_000408,cancel,2025-06-10,basic,0.0,too_expensive
CUST_000409,subscribe,2025-10-23,standard,15.49,
CUST_000410,subscribe,2025-11-06,standard,15.49,
CUST_000411,subscribe,2025-07-19,standard,15.49,
CUST_000412,subscribe,2025-11-17,standard,15.49,
CUST_000413,subscribe,2024-12-15,basic,9.99,
CUST_000414,subscribe,2025-10-31,standard,15.49,
CUST_000414,downgrade,2026-02-18,standard,15.49,
CUST_000415,subscribe,2024-07-17,standard,15.49,
CUST_000415,downgrade,2024-12-10,standard,15.49,
CUST_000416,subscribe,2025-03-15,standard,15.49,
CUST_000416,upgrade,2025-08-08,premium,22.99,
CUST_000417,subscribe,2025-12-24,basic,9.99,
CUST_000417,upgrade,2026-02-24,premium,22.99,
CUST_000417,cancel,2026-04-20,basic,0.0,switching_competitor
CUST_000418,subscribe,2024-04-17,basic,9.99,
CUST_000419,subscribe,2025-07-31,basic,9.99,
CUST_000419,upgrade,2026-01-18,standard,15.49,
CUST_000420,subscribe,2025-09-24,standard,15.49,
CUST_000421,subscribe,2025-07-23,standard,15.49,
CUST_000421,upgrade,2025-11-26,premium,22.99,
CUST_000421,cancel,2025-10-12,standard,0.0,personal_reasons
CUST_000422,subscribe,2026-02-01,standard,15.49,
CUST_000422,downgrade,2026-05-24,standard,15.49,
CUST_000423,subscribe,2024-12-12,premium,22.99,
CUST_000424,subscribe,2024-12-08,premium,22.99,
CUST_000425,subscribe,2024-06-22,premium,22.99,
CUST_000425,cancel,2025-02-12,premium,0.0,too_expensive
CUST_000426,subscribe,2025-08-17,premium,22.99,
CUST_000426,cancel,2026-05-17,premium,0.0,switching_competitor
CUST_000427,subscribe,2024-11-16,premium,22.99,
CUST_000428,subscribe,2025-11-26,basic,9.99,
CUST_000429,subscribe,2025-09-04,premium,22.99,
CUST_000430,subscribe,2024-11-13,basic,9.99,
CUST_000430,upgrade,2025-01-15,premium,22.99,
CUST_000431,subscribe,2025-08-23,standard,15.49,
CUST_000432,subscribe,2024-11-11,standard,15.49,
CUST_000433,subscribe,2024-06-19,premium,22.99,
CUST_000433,downgrade,2024-11-29,basic,9.99,
CUST_000434,subscribe,2024-06-09,premium,22.99,
CUST_000434,downgrade,2024-09-07,premium,22.99,
CUST_000435,subscribe,2025-04-11,standard,15.49,
CUST_000435,downgrade,2025-08-10,standard,15.49,
CUST_000436,subscribe,2025-01-28,basic,9.99,
CUST_000437,subscribe,2024-12-12,premium,22.99,
CUST_000438,subscribe,2026-01-17,basic,9.99,
CUST_000439,subscribe,2025-10-01,premium,22.99,
CUST_000440,subscribe,2024-08-26,standard,15.49,
CUST_000441,subscribe,2025-10-27,standard,15.49,
CUST_000442,subscribe,2025-01-25,premium,22.99,
CUST_000443,subscribe,2025-01-15,premium,22.99,
CUST_000444,subscribe,2026-03-22,premium,22.99,
CUST_000444,downgrade,2026-06-13,basic,9.99,
CUST_000445,subscribe,2025-08-25,premium,22.99,
CUST_000446,subscribe,2024-10-23,basic,9.99,
CUST_000446,upgrade,2025-01-19,standard,15.49,
CUST_000447,subscribe,2025-07-25,basic,9.99,
CUST_000447,upgrade,2026-01-13,premium,22.99,
CUST_000448,subscribe,2025-11-13,standard,15.49,
CUST_000448,upgrade,2026-02-08,premium,22.99,
CUST_000449,subscribe,2025-10-10,basic,9.99,
CUST_000450,subscribe,2024-05-23,basic,9.99,
CUST_000450,downgrade,2024-07-31,basic,9.99,
CUST_000450,cancel,2024-09-18,basic,0.0,not_enough_content
CUST_000451,subscribe,2026-02-05,standard,15.49,
CUST_000452,subscribe,2024-12-24,basic,9.99,
CUST_000452,cancel,2025-09-25,basic,0.0,technical_issues
CUST_000453,subscribe,2025-05-16,premium,22.99,
CUST_000453,downgrade,2025-10-19,standard,15.49,
CUST_000454,subscribe,2024-05-27,basic,9.99,
CUST_000454,upgrade,2024-10-10,premium,22.99,
CUST_000455,subscribe,2024-11-03,standard,15.49,
CUST_000455,cancel,2025-03-19,standard,0.0,too_expensive
CUST_000456,subscribe,2025-09-26,premium,22.99,
CUST_000456,downgrade,2025-12-18,basic,9.99,
CUST_000457,subscribe,2024-11-08,premium,22.99,
CUST_000457,downgrade,2024-12-09,standard,15.49,
CUST_000458,subscribe,2025-06-23,basic,9.99,
CUST_000459,subscribe,2024-06-16,standard,15.49,
CUST_000459,downgrade,2024-11-23,standard,15.49,
CUST_000459,cancel,2025-05-07,standard,0.0,not_enough_content
CUST_000460,subscribe,2025-12-13,premium,22.99,
CUST_000461,subscribe,2024-10-18,basic,9.99,
CUST_000461,downgrade,2025-01-28,basic,9.99,
CUST_000462,subscribe,2025-01-29,premium,22.99,
CUST_000462,downgrade,2025-07-08,standard,15.49,
CUST_000463,subscribe,2024-10-02,standard,15.49,
CUST_000464,subscribe,2025-10-03,premium,22.99,
CUST_000465,subscribe,2025-01-17,premium,22.99,
CUST_000466,subscribe,2026-01-16,basic,9.99,
CUST_000466,downgrade,2026-05-09,basic,9.99,
CUST_000467,subscribe,2025-06-01,basic,9.99,
CUST_000468,subscribe,2025-12-19,basic,9.99,
CUST_000468,cancel,2026-04-17,basic,0.0,switching_competitor
CUST_000469,subscribe,2024-06-19,premium,22.99,
CUST_000470,subscribe,2025-05-16,premium,22.99,
CUST_000470,cancel,2025-09-15,premium,0.0,personal_reasons
CUST_000471,subscribe,2025-06-21,premium,22.99,
CUST_000472,subscribe,2024-06-30,premium,22.99,
CUST_000472,downgrade,2024-08-09,basic,9.99,
CUST_000472,cancel,2025-06-22,premium,0.0,technical_issues
CUST_000473,subscribe,2024-12-25,premium,22.99,
CUST_000474,subscribe,2024-08-14,standard,15.49,
CUST_000475,subscribe,2025-12-29,standard,15.49,
CUST_000476,subscribe,2025-02-14,basic,9.99,
CUST_000476,upgrade,2025-05-31,premium,22.99,
CUST_000477,subscribe,2025-07-20,standard,15.49,
CUST_000478,subscribe,2025-11-23,premium,22.99,
CUST_000479,subscribe,2025-07-14,basic,9.99,
CUST_000480,subscribe,2025-10-03,standard,15.49,
CUST_000481,subscribe,2025-09-07,premium,22.99,
CUST_000482,subscribe,2025-12-23,basic,9.99,
CUST_000482,upgrade,2026-03-21,premium,22.99,
CUST_000483,subscribe,2024-08-02,standard,15.49,
CUST_000483,cancel,2024-10-25,standard,0.0,switching_competitor
CUST_000484,subscribe,2024-10-10,premium,22.99,
CUST_000484,downgrade,2025-01-27,basic,9.99,
CUST_000485,subscribe,2025-06-15,basic,9.99,
CUST_000485,downgrade,2025-10-08,basic,9.99,
CUST_000486,subscribe,2025-06-11,standard,15.49,
CUST_000486,upgrade,2025-10-18,premium,22.99,
CUST_000487,subscribe,2026-01-15,basic,9.99,
CUST_000487,cancel,2026-07-09,basic,0.0,technical_issues
CUST_000488,subscribe,2024-07-18,standard,15.49,
CUST_000489,subscribe,2026-01-06,standard,15.49,
CUST_000490,subscribe,2025-04-24,premium,22.99,
CUST_000490,downgrade,2025-09-23,standard,15.49,
CUST_000491,subscribe,2025-01-16,premium,22.99,
CUST_000491,cancel,2025-02-19,premium,0.0,switching_competitor
CUST_000492,subscribe,2025-02-13,standard,15.49,
CUST_000493,subscribe,2024-09-21,basic,9.99,
CUST_000494,subscribe,2025-03-06,standard,15.49,
CUST_000495,subscribe,2024-10-29,premium,22.99,
CUST_000495,downgrade,2024-11-28,basic,9.99,
CUST_000496,subscribe,2026-01-17,standard,15.49,
CUST_000496,cancel,2026-11-11,standard,0.0,personal_reasons
CUST_000497,subscribe,2024-06-27,basic,9.99,
CUST_000497,downgrade,2024-10-05,basic,9.99,
CUST_000498,subscribe,2024-07-18,standard,15.49,
CUST_000499,subscribe,2025-09-12,basic,9.99,
CUST_000499,cancel,2025-12-02,basic,0.0,technical_issues
CUST_000500,subscribe,2024-10-27,standard,15.49,
CUST_000501,subscribe,2025-01-24,standard,15.49,
CUST_000502,subscribe,2025-12-11,basic,9.99,
CUST_000502,upgrade,2026-03-06,standard,15.49,
CUST_000503,subscribe,2024-06-11,basic,9.99,
CUST_000504,subscribe,2024-10-27,premium,22.99,
CUST_000505,subscribe,2024-05-17,standard,15.49,
CUST_000506,subscribe,2025-01-20,standard,15.49,
CUST_000506,cancel,2025-07-09,standard,0.0,switching_competitor
CUST_000507,subscribe,2024-12-28,basic,9.99,
CUST_000508,subscribe,2024-11-23,premium,22.99,
CUST_000508,downgrade,2025-01-22,basic,9.99,
CUST_000509,subscribe,2024-05-07,premium,22.99,
CUST_000510,subscribe,2024-10-20,standard,15.49,
CUST_000510,downgrade,2024-12-19,basic,9.99,
CUST_000511,subscribe,2025-08-14,basic,9.99,
CUST_000512,subscribe,2025-09-27,basic,9.99,
CUST_000513,subscribe,2025-06-26,standard,15.49,
CUST_000514,subscribe,2024-08-01,basic,9.99,
CUST_000514,upgrade,2024-10-14,standard,15.49,
CUST_000515,subscribe,2026-03-31,basic,9.99,
CUST_000515,downgrade,2026-06-29,basic,9.99,
CUST_000516,subscribe,2025-10-22,premium,22.99,
CUST_000517,subscribe,2025-06-27,standard,15.49,
CUST_000518,subscribe,2025-10-01,basic,9.99,
CUST_000519,subscribe,2025-11-11,standard,15.49,
CUST_000519,downgrade,2026-05-04,basic,9.99,
CUST_000520,subscribe,2026-03-17,basic,9.99,
CUST_000521,subscribe,2024-04-24,standard,15.49,
CUST_000521,cancel,2024-07-30,standard,0.0,not_enough_content
CUST_000522,subscribe,2025-07-19,standard,15.49,
CUST_000522,downgrade,2025-11-22,standard,15.49,
CUST_000522,cancel,2026-05-22,standard,0.0,too_expensive
CUST_000523,subscribe,2024-09-28,basic,9.99,
CUST_000523,upgrade,2025-02-24,standard,15.49,
CUST_000523,cancel,2025-03-01,basic,0.0,technical_issues
CUST_000524,subscribe,2025-07-10,premium,22.99,
CUST_000524,downgrade,2026-01-03,basic,9.99,
CUST_000525,subscribe,2025-04-14,basic,9.99,
CUST_000525,cancel,2025-11-10,basic,0.0,too_expensive
CUST_000526,subscribe,2025-04-03,premium,22.99,
CUST_000527,subscribe,2025-02-06,standard,15.49,
CUST_000527,cancel,2025-05-24,standard,0.0,switching_competitor
CUST_000528,subscribe,2025-06-19,premium,22.99,
CUST_000529,subscribe,2025-11-14,standard,15.49,
CUST_000529,downgrade,2025-12-20,standard,15.49,
CUST_000530,subscribe,2025-07-08,basic,9.99,
CUST_000531,subscribe,2025-11-14,basic,9.99,
CUST_000532,subscribe,2024-07-21,standard,15.49,
CUST_000532,upgrade,2024-12-12,premium,22.99,
CUST_000533,subscribe,2024-09-26,standard,15.49,
CUST_000534,subscribe,2025-11-26,basic,9.99,
CUST_000535,subscribe,2026-03-10,basic,9.99,
CUST_000535,upgrade,2026-07-29,premium,22.99,
CUST_000536,subscribe,2025-08-14,basic,9.99,
CUST_000537,subscribe,2025-04-29,premium,22.99,
CUST_000538,subscribe,2025-02-14,standard,15.49,
CUST_000539,subscribe,2025-09-22,premium,22.99,
CUST_000540,subscribe,2024-09-03,premium,22.99,
CUST_000541,subscribe,2024-06-11,standard,15.49,
CUST_000541,downgrade,2024-10-13,basic,9.99,
CUST_000542,subscribe,2024-08-17,basic,9.99,
CUST_000543,subscribe,2025-07-21,standard,15.49,
CUST_000544,subscribe,2025-01-21,standard,15.49,
CUST_000544,upgrade,2025-05-26,premium,22.99,
CUST_000545,subscribe,2024-07-22,premium,22.99,
CUST_000545,cancel,2024-09-29,premium,0.0,personal_reasons
CUST_000546,subscribe,2025-04-01,standard,15.49,
CUST_000546,upgrade,2025-07-28,premium,22.99,
CUST_000547,subscribe,2025-04-03,standard,15.49,
CUST_000547,cancel,2025-05-17,standard,0.0,personal_reasons
CUST_000548,subscribe,2025-04-04,basic,9.99,
CUST_000549,subscribe,2026-02-12,basic,9.99,
CUST_000550,subscribe,2026-02-25,premium,22.99,
CUST_000551,subscribe,2024-04-28,standard,15.49,
CUST_000551,upgrade,2024-10-01,premium,22.99,
CUST_000552,subscribe,2025-12-31,standard,15.49,
CUST_000553,subscribe,2025-02-14,premium,22.99,
CUST_000554,subscribe,2026-01-27,premium,22.99,
CUST_000555,subscribe,2025-01-19,premium,22.99,
CUST_000555,downgrade,2025-03-25,standard,15.49,
CUST_000556,subscribe,2024-09-20,standard,15.49,
CUST_000557,subscribe,2025-11-15,premium,22.99,
CUST_000557,cancel,2025-12-22,premium,0.0,technical_issues
CUST_000558,subscribe,2024-12-22,premium,22.99,
CUST_000559,subscribe,2024-05-07,basic,9.99,
CUST_000560,subscribe,2025-06-21,standard,15.49,
CUST_000561,subscribe,2024-12-02,standard,15.49,
CUST_000562,subscribe,2025-11-08,basic,9.99,
CUST_000563,subscribe,2025-08-17,premium,22.99,
CUST_000564,subscribe,2025-07-07,standard,15.49,
CUST_000565,subscribe,2025-02-19,standard,15.49,
CUST_000565,downgrade,2025-08-06,standard,15.49,
CUST_000566,subscribe,2024-08-09,standard,15.49,
CUST_000567,subscribe,2026-02-15,standard,15.49,
CUST_000568,subscribe,2024-05-30,standard,15.49,
CUST_000568,cancel,2024-07-10,standard,0.0,personal_reasons
CUST_000569,subscribe,2025-07-26,standard,15.49,
CUST_000569,downgrade,2025-12-04,basic,9.99,
CUST_000570,subscribe,2026-03-19,standard,15.49,
CUST_000570,downgrade,2026-05-16,standard,15.49,
CUST_000571,subscribe,2025-11-06,basic,9.99,
CUST_000572,subscribe,2024-12-21,premium,22.99,
CUST_000573,subscribe,2026-02-16,premium,22.99,
CUST_000573,cancel,2026-06-03,premium,0.0,personal_reasons
CUST_000574,subscribe,2024-10-19,standard,15.49,
CUST_000574,upgrade,2024-12-30,premium,22.99,
CUST_000575,subscribe,2026-02-05,basic,9.99,
CUST_000576,subscribe,2025-07-27,basic,9.99,
CUST_000577,subscribe,2026-03-14,standard,15.49,
CUST_000578,subscribe,2025-07-08,standard,15.49,
CUST_000579,subscribe,2025-12-14,basic,9.99,
CUST_000580,subscribe,2024-09-10,premium,22.99,
CUST_000581,subscribe,2025-06-26,basic,9.99,
CUST_000582,subscribe,2026-02-27,premium,22.99,
CUST_000583,subscribe,2025-07-31,premium,22.99,
CUST_000584,subscribe,2024-11-06,premium,22.99,
CUST_000585,subscribe,2025-05-14,standard,15.49,
CUST_000585,downgrade,2025-09-25,standard,15.49,
CUST_000586,subscribe,2024-12-30,premium,22.99,
CUST_000587,subscribe,2024-07-05,basic,9.99,
CUST_000588,subscribe,2025-04-30,premium,22.99,
CUST_000588,downgrade,2025-09-23,premium,22.99,
CUST_000589,subscribe,2024-06-22,basic,9.99,
CUST_000589,upgrade,2024-09-08,premium,22.99,
CUST_000590,subscribe,2024-09-07,basic,9.99,
CUST_000590,cancel,2024-12-24,basic,0.0,personal_reasons
CUST_000591,subscribe,2024-12-14,premium,22.99,
CUST_000592,subscribe,2025-06-27,premium,22.99,
CUST_000593,subscribe,2026-02-01,basic,9.99,
CUST_000594,subscribe,2025-08-30,premium,22.99,
CUST_000595,subscribe,2025-04-11,standard,15.49,
CUST_000596,subscribe,2026-01-14,basic,9.99,
CUST_000597,subscribe,2024-04-14,premium,22.99,
CUST_000598,subscribe,2025-12-26,premium,22.99,
CUST_000598,downgrade,2026-02-18,premium,22.99,
CUST_000599,subscribe,2024-09-14,premium,22.99,
CUST_000599,cancel,2024-10-25,premium,0.0,not_enough_content
CUST_000600,subscribe,2024-12-15,basic,9.99,
CUST_000600,downgrade,2025-03-30,basic,9.99,
CUST_000601,subscribe,2025-11-05,standard,15.49,
CUST_000601,downgrade,2025-12-23,basic,9.99,
CUST_000602,subscribe,2024-07-01,premium,22.99,
CUST_000602,downgrade,2024-08-30,standard,15.49,
CUST_000603,subscribe,2025-07-14,basic,9.99,
CUST_000604,subscribe,2025-09-26,standard,15.49,
CUST_000605,subscribe,2024-05-26,premium,22.99,
CUST_000606,subscribe,2025-03-16,standard,15.49,
CUST_000607,subscribe,2025-02-25,basic,9.99,
CUST_000608,subscribe,2025-06-20,basic,9.99,
CUST_000609,subscribe,2024-10-29,premium,22.99,
CUST_000609,downgrade,2025-04-27,standard,15.49,
CUST_000609,cancel,2025-04-19,premium,0.0,technical_issues
CUST_000610,subscribe,2025-11-05,premium,22.99,
CUST_000611,subscribe,2024-08-31,basic,9.99,
CUST_000612,subscribe,2025-09-18,standard,15.49,
CUST_000613,subscribe,2025-02-23,standard,15.49,
CUST_000614,subscribe,2024-05-26,standard,15.49,
CUST_000614,cancel,2025-01-15,standard,0.0,switching_competitor
CUST_000615,subscribe,2025-12-14,standard,15.49,
CUST_000615,upgrade,2026-05-14,premium,22.99,
CUST_000616,subscribe,2025-11-01,standard,15.49,
CUST_000617,subscribe,2024-08-10,standard,15.49,
CUST_000618,subscribe,2025-11-15,basic,9.99,
CUST_000619,subscribe,2025-03-26,standard,15.49,
CUST_000619,upgrade,2025-09-22,premium,22.99,
CUST_000620,subscribe,2024-12-29,basic,9.99,
CUST_000620,cancel,2025-12-20,basic,0.0,switching_competitor
CUST_000621,subscribe,2026-03-01,premium,22.99,
CUST_000622,subscribe,2024-04-24,basic,9.99,
CUST_000623,subscribe,2025-07-07,basic,9.99,
CUST_000624,subscribe,2026-02-12,standard,15.49,
CUST_000624,cancel,2026-08-21,standard,0.0,technical_issues
CUST_000625,subscribe,2024-06-27,premium,22.99,
CUST_000626,subscribe,2025-06-03,basic,9.99,
CUST_000626,upgrade,2025-11-19,standard,15.49,
CUST_000627,subscribe,2024-09-19,premium,22.99,
CUST_000627,downgrade,2024-11-12,basic,9.99,
CUST_000627,cancel,2025-06-11,premium,0.0,technical_issues
CUST_000628,subscribe,2026-04-07,basic,9.99,
CUST_000629,subscribe,2026-01-17,basic,9.99,
CUST_000630,subscribe,2025-01-30,premium,22.99,
CUST_000631,subscribe,2025-07-12,premium,22.99,
CUST_000632,subscribe,2025-05-16,basic,9.99,
CUST_000633,subscribe,2025-07-23,standard,15.49,
CUST_000634,subscribe,2024-06-19,basic,9.99,
CUST_000635,subscribe,2024-04-15,basic,9.99,
CUST_000636,subscribe,2025-01-14,standard,15.49,
CUST_000637,subscribe,2024-06-14,standard,15.49,
CUST_000637,upgrade,2024-08-15,premium,22.99,
CUST_000638,subscribe,2025-08-25,standard,15.49,
CUST_000639,subscribe,2024-07-18,premium,22.99,
CUST_000640,subscribe,2025-07-17,standard,15.49,
CUST_000640,upgrade,2025-12-07,premium,22.99,
CUST_000641,subscribe,2025-02-26,standard,15.49,
CUST_000641,downgrade,2025-07-24,basic,9.99,
CUST_000642,subscribe,2025-11-07,standard,15.49,
CUST_000642,upgrade,2026-03-16,premium,22.99,
CUST_000642,cancel,2026-03-29,standard,0.0,personal_reasons
CUST_000643,subscribe,2025-05-01,standard,15.49,
CUST_000643,cancel,2025-09-07,standard,0.0,too_expensive
CUST_000644,subscribe,2024-12-15,standard,15.49,
CUST_000644,downgrade,2025-05-26,basic,9.99,
CUST_000645,subscribe,2025-11-01,standard,15.49,
CUST_000646,subscribe,2025-10-23,basic,9.99,
CUST_000647,subscribe,2025-03-02,premium,22.99,
CUST_000647,downgrade,2025-04-11,basic,9.99,
CUST_000647,cancel,2025-09-03,premium,0.0,switching_competitor
CUST_000648,subscribe,2025-03-18,basic,9.99,
CUST_000649,subscribe,2025-04-14,basic,9.99,
CUST_000650,subscribe,2025-09-01,basic,9.99,
CUST_000651,subscribe,2026-01-15,basic,9.99,
CUST_000652,subscribe,2025-09-04,basic,9.99,
CUST_000652,upgrade,2026-02-05,standard,15.49,
CUST_000653,subscribe,2024-06-30,standard,15.49,
CUST_000653,downgrade,2024-09-13,standard,15.49,
CUST_000654,subscribe,2024-12-21,premium,22.99,
CUST_000655,subscribe,2026-02-25,premium,22.99,
CUST_000655,downgrade,2026-05-23,basic,9.99,
CUST_000656,subscribe,2025-09-05,premium,22.99,
CUST_000657,subscribe,2026-03-14,standard,15.49,
CUST_000658,subscribe,2024-04-21,premium,22.99,
CUST_000659,subscribe,2025-02-12,standard,15.49,
CUST_000659,downgrade,2025-04-12,standard,15.49,
CUST_000659,cancel,2025-12-04,standard,0.0,too_expensive
CUST_000660,subscribe,2025-08-11,basic,9.99,
CUST_000660,downgrade,2026-02-01,basic,9.99,
CUST_000660,cancel,2026-05-14,basic,0.0,too_expensive
CUST_000661,subscribe,2024-10-31,basic,9.99,
CUST_000662,subscribe,2026-03-28,premium,22.99,
CUST_000663,subscribe,2025-11-30,premium,22.99,
CUST_000664,subscribe,2024-10-31,basic,9.99,
CUST_000664,upgrade,2025-03-04,premium,22.99,
CUST_000665,subscribe,2024-07-17,premium,22.99,
CUST_000666,subscribe,2025-06-11,premium,22.99,
CUST_000666,downgrade,2025-07-19,standard,15.49,
CUST_000667,subscribe,2025-06-13,basic,9.99,
CUST_000667,upgrade,2025-10-29,premium,22.99,
CUST_000668,subscribe,2026-01-06,standard,15.49,
CUST_000668,downgrade,2026-04-13,basic,9.99,
CUST_000669,subscribe,2025-10-31,premium,22.99,
CUST_000670,subscribe,2024-05-16,premium,22.99,
CUST_000671,subscribe,2024-06-26,standard,15.49,
CUST_000672,subscribe,2025-10-18,premium,22.99,
CUST_000673,subscribe,2024-11-12,standard,15.49,
CUST_000673,downgrade,2025-01-11,basic,9.99,
CUST_000674,subscribe,2026-03-10,premium,22.99,
CUST_000674,downgrade,2026-09-02,basic,9.99,
CUST_000675,subscribe,2025-10-22,basic,9.99,
CUST_000675,downgrade,2026-03-15,basic,9.99,
CUST_000676,subscribe,2024-09-19,premium,22.99,
CUST_000677,subscribe,2026-01-08,basic,9.99,
CUST_000678,subscribe,2025-12-11,basic,9.99,
CUST_000679,subscribe,2026-01-18,premium,22.99,
CUST_000680,subscribe,2025-10-25,premium,22.99,
CUST_000681,subscribe,2024-12-20,premium,22.99,
CUST_000682,subscribe,2025-11-30,basic,9.99,
CUST_000683,subscribe,2025-06-04,basic,9.99,
CUST_000683,downgrade,2025-09-01,basic,9.99,
CUST_000684,subscribe,2026-02-18,standard,15.49,
CUST_000684,downgrade,2026-04-23,standard,15.49,
CUST_000685,subscribe,2025-08-09,premium,22.99,
CUST_000685,cancel,2026-06-11,premium,0.0,technical_issues
CUST_000686,subscribe,2026-02-11,basic,9.99,
CUST_000686,downgrade,2026-07-21,basic,9.99,
CUST_000687,subscribe,2024-06-17,standard,15.49,
CUST_000687,cancel,2025-05-29,standard,0.0,too_expensive
CUST_000688,subscribe,2025-08-18,premium,22.99,
CUST_000689,subscribe,2024-11-10,standard,15.49,
CUST_000689,upgrade,2024-12-12,premium,22.99,
CUST_000690,subscribe,2025-01-12,basic,9.99,
CUST_000691,subscribe,2025-07-08,premium,22.99,
CUST_000692,subscribe,2024-06-29,basic,9.99,
CUST_000692,cancel,2024-11-22,basic,0.0,not_enough_content
CUST_000693,subscribe,2025-05-18,basic,9.99,
CUST_000694,subscribe,2024-06-25,standard,15.49,
CUST_000694,cancel,2024-10-03,standard,0.0,not_enough_content
CUST_000695,subscribe,2025-09-14,basic,9.99,
CUST_000696,subscribe,2025-01-04,basic,9.99,
CUST_000697,subscribe,2026-04-10,basic,9.99,
