ticket_id,customer_id,category,channel,created_at,resolution_time_hours,is_resolved,sentiment_score
TKT_1E4C9F83,CUST_000497,billing,chat,2025-07-05 16:38:00,29.6,True,0.26
TKT_7D75979C,CUST_000321,billing,chat,2026-02-18 23:15:09,48.4,False,-0.57
TKT_35F5A3C8,CUST_000242,account,phone,2026-02-27 21:08:15,4.1,True,-0.07
TKT_C88C4591,CUST_000980,technical,chat,2026-04-08 04:18:45,19.1,True,-0.24
TKT_515D0432,CUST_000024,content,chat,2025-01-27 08:38:38,15.9,True,0.18
TKT_363AA458,CUST_000721,billing,email,2026-01-20 16:52:48,18.2,True,-0.65
TKT_9E75B934,CUST_000143,account,email,2026-03-12 15:56:34,53.3,True,-0.61
TKT_FBD7B786,CUST_000040,content,phone,2026-03-21 23:40:40,62.1,True,0.15
TKT_D6F49CDC,CUST_000528,account,phone,2026-02-14 00:09:05,45.1,False,0.51
TKT_3D3C9246,CUST_000528,technical,chat,2025-12-22 05:07:31,10.3,True,0.93
TKT_9E515B72,CUST_000782,billing,chat,2026-01-05 07:26:42,8.7,True,-0.19
TKT_844DCA39,CUST_000362,content,email,2026-01-31 00:16:02,37.7,True,-0.68
TKT_FFE8E7FB,CUST_000142,content,chat,2025-12-25 11:30:08,23.0,False,0.54
TKT_25A700FD,CUST_000486,content,email,2026-04-05 18:39:10,6.9,False,0.75
TKT_C30479FC,CUST_000377,content,email,2025-08-23 01:45:37,69.8,False,0.12
TKT_48E6BC46,CUST_000811,technical,chat,2025-07-16 00:25:39,4.0,True,-0.8
TKT_B010C4DA,CUST_000230,account,phone,2026-02-05 18:37:31,8.9,False,0.07
TKT_ECE09742,CUST_000179,content,email,2025-02-02 13:14:22,38.9,True,-0.92
TKT_819AD9EE,CUST_000410,technical,phone,2025-12-22 06:32:30,31.3,True,0.87
TKT_44AC08BE,CUST_000772,technical,chat,2025-12-05 05:31:58,15.4,True,0.15
TKT_0CD6A39E,CUST_000094,billing,phone,2024-09-02 00:42:41,11.3,True,-0.04
TKT_DA79E436,CUST_000443,content,email,2025-11-20 00:10:03,67.5,True,-0.16
TKT_B65848B2,CUST_000303,account,chat,2025-08-04 17:52:24,42.8,True,0.68
TKT_AA5078B5,CUST_000623,technical,email,2025-11-06 19:02:45,37.0,True,-0.49
TKT_74E1707E,CUST_000703,account,phone,2025-04-25 15:39:25,8.5,False,0.83
TKT_E060F00F,CUST_000427,technical,phone,2024-12-06 20:52:20,27.1,True,-0.89
TKT_EC449E72,CUST_000298,account,email,2025-10-27 19:26:44,41.3,True,0.75
TKT_1A3E135E,CUST_000910,account,chat,2026-03-05 10:11:47,39.0,True,0.37
TKT_98FD519A,CUST_000397,content,chat,2025-04-14 12:30:09,65.5,True,0.06
TKT_093CEB85,CUST_000594,account,phone,2025-10-22 23:17:30,60.4,True,-0.14
TKT_A74A8A42,CUST_000420,technical,email,2026-02-11 21:20:36,48.8,False,-0.91
TKT_53F936C9,CUST_000905,billing,email,2025-09-11 06:20:17,14.9,True,-0.02
TKT_8D0945DF,CUST_000658,account,phone,2024-09-20 05:39:10,4.2,True,0.29
TKT_31DC5CBF,CUST_000166,technical,chat,2026-04-02 01:18:50,47.4,True,-0.69
TKT_EDEAFA0E,CUST_000507,content,chat,2025-12-10 13:25:06,25.4,True,-0.68
TKT_89377019,CUST_000285,account,phone,2025-10-29 13:26:23,64.8,True,0.36
TKT_78A83EAC,CUST_000561,billing,email,2025-09-30 16:19:42,2.0,True,-0.63
TKT_F8C36945,CUST_000947,account,phone,2025-12-03 12:11:06,10.1,True,0.05
TKT_90374F8E,CUST_000370,account,chat,2026-01-26 13:31:14,56.7,True,-0.38
TKT_81B9A87C,CUST_000002,billing,chat,2026-04-10 23:16:07,25.1,True,0.62
TKT_F6B17986,CUST_000054,technical,chat,2025-10-31 06:30:06,37.0,True,0.25
TKT_CBC473DB,CUST_000261,content,chat,2026-01-14 15:14:37,45.5,True,-0.42
TKT_8E13AF04,CUST_000671,technical,phone,2024-10-15 09:03:53,31.4,True,-0.83
TKT_9D20FCF7,CUST_000666,technical,email,2025-07-03 12:04:41,35.1,False,0.94
TKT_03CF48A6,CUST_000664,account,phone,2025-07-05 08:10:15,54.9,True,0.79
TKT_47FC278F,CUST_000193,technical,chat,2025-07-07 15:48:21,0.8,True,-0.35
TKT_877155D9,CUST_000091,content,phone,2025-03-12 08:01:37,24.7,True,-0.75
TKT_5448D62C,CUST_000964,content,phone,2025-09-15 14:13:55,11.8,True,0.58
TKT_071CE43F,CUST_000235,content,phone,2026-04-03 07:55:05,42.2,True,-0.55
TKT_E2DCF9D6,CUST_000055,content,email,2026-02-15 09:15:26,4.6,False,-0.72
TKT_760AA635,CUST_000335,billing,phone,2026-03-15 15:19:02,16.2,True,-0.11
TKT_9DF6B44A,CUST_000495,account,email,2025-08-31 04:12:14,14.6,False,-0.56
TKT_5FEA6928,CUST_000469,billing,chat,2026-03-10 00:26:41,42.3,True,-0.25
TKT_555A9764,CUST_000464,content,email,2025-12-01 05:14:32,4.4,False,-0.79
TKT_19F6C64A,CUST_000694,billing,email,2025-01-23 09:19:01,41.9,True,0.35
TKT_221A54DC,CUST_000953,technical,chat,2024-11-24 03:01:38,65.0,True,-0.7
TKT_22AF8E3F,CUST_000703,billing,chat,2025-03-08 08:37:31,6.4,True,-0.52
TKT_925520BE,CUST_000892,account,chat,2024-11-09 09:28:35,3.9,True,-0.17
TKT_2940C4C1,CUST_000984,account,phone,2026-03-02 16:26:41,20.3,True,-0.46
TKT_BF165581,CUST_000302,billing,phone,2025-10-06 01:26:42,51.8,True,-0.34
TKT_90DC35DD,CUST_000447,technical,phone,2025-10-28 15:25:09,3.8,True,-0.17
TKT_AB0A674A,CUST_000236,technical,email,2026-02-09 05:11:55,62.3,False,-0.72
TKT_0A81C20D,CUST_000933,technical,phone,2026-03-20 10:51:38,16.3,True,-0.62
TKT_9F3718F3,CUST_000154,content,phone,2025-03-10 19:04:22,16.0,False,-0.05
TKT_161E2372,CUST_000790,billing,email,2026-02-25 14:14:33,49.1,True,0.21
TKT_67701F4A,CUST_000739,content,phone,2025-03-05 19:46:23,3.8,True,-0.75
TKT_E60CBAE7,CUST_000138,billing,email,2026-02-26 18:50:09,17.5,True,-0.03
TKT_2F18CA2B,CUST_000620,account,chat,2026-03-28 15:11:12,49.9,True,-0.47
TKT_5DEECE7C,CUST_000925,account,email,2025-12-04 17:26:03,16.8,True,0.76
TKT_9D8E5FA2,CUST_000542,billing,chat,2026-02-12 05:35:16,18.1,True,0.68
TKT_657DDE8E,CUST_000467,technical,phone,2026-01-21 23:46:27,23.4,True,0.87
TKT_D26F03FA,CUST_000902,billing,phone,2025-10-27 15:47:40,58.8,False,-0.33
TKT_1F005F98,CUST_000204,content,email,2025-12-19 12:38:06,46.4,True,0.3
TKT_2A84A82C,CUST_000990,billing,email,2025-06-26 09:20:41,33.6,True,0.99
TKT_4A3A56F5,CUST_000024,billing,chat,2024-06-17 18:28:08,12.8,True,-0.38
TKT_CB2B07CC,CUST_000848,account,chat,2025-09-23 15:26:09,14.1,True,-0.95
TKT_9180B2C1,CUST_000228,account,phone,2024-11-13 02:45:25,70.4,True,0.95
TKT_57F4DD83,CUST_000714,technical,chat,2026-02-15 03:14:57,35.0,True,0.83
TKT_365A3B8E,CUST_000776,account,chat,2025-02-24 14:32:15,49.9,True,0.92
TKT_1F999B42,CUST_000324,content,phone,2025-12-06 00:26:28,60.5,True,0.12
TKT_EF974A81,CUST_000268,technical,phone,2025-11-23 12:17:19,71.0,True,-0.99
TKT_C2DFE843,CUST_000766,account,email,2025-11-15 01:47:10,43.0,True,0.61
TKT_D06D5A16,CUST_000640,account,phone,2025-08-11 14:09:00,50.6,False,-0.6
TKT_0940368D,CUST_000620,account,email,2025-05-05 18:19:10,29.5,True,-0.85
TKT_35E8F1A5,CUST_000167,billing,phone,2026-01-18 18:51:55,44.4,True,-0.59
TKT_D56710D4,CUST_000221,content,email,2026-01-08 10:56:33,58.3,False,-0.89
TKT_2E11EA61,CUST_000753,account,phone,2025-02-24 07:34:22,68.7,True,0.68
TKT_FFC60BBE,CUST_000688,content,email,2026-03-13 09:40:03,23.3,True,0.73
TKT_2280E011,CUST_000568,content,email,2025-05-29 15:55:57,28.0,True,-0.72
TKT_6ADC6288,CUST_000263,billing,phone,2025-05-14 06:48:46,5.0,True,-0.51
TKT_5582672F,CUST_000648,billing,email,2025-12-23 21:37:32,36.3,True,0.2
TKT_BC5BE129,CUST_000995,billing,chat,2026-03-17 02:14:07,10.5,True,-0.94
TKT_F94407A4,CUST_000994,technical,email,2025-04-03 03:20:16,59.6,True,-0.49
TKT_854DE629,CUST_000722,technical,phone,2025-10-04 04:27:11,8.8,True,0.68
TKT_D21EFE69,CUST_000686,content,chat,2026-04-05 05:44:25,9.4,False,0.86
TKT_A97A3143,CUST_000578,billing,phone,2026-04-07 01:28:09,6.7,False,-0.83
TKT_47BA2DA0,CUST_000347,billing,phone,2026-03-22 12:28:09,20.9,False,-0.18
TKT_473D33AD,CUST_000862,technical,phone,2025-02-26 12:57:05,1.2,True,-0.77
TKT_C094CC57,CUST_000362,account,email,2026-02-13 19:29:59,38.5,True,0.23
TKT_31789845,CUST_000488,content,email,2024-12-06 01:22:58,19.8,False,-0.63
TKT_161120FE,CUST_000370,billing,email,2024-12-26 07:48:24,5.4,True,0.38
TKT_7074BE34,CUST_000888,billing,email,2026-03-06 22:16:36,59.4,True,0.26
TKT_A8C4542B,CUST_000738,technical,email,2025-09-28 00:55:03,55.8,True,0.5
TKT_394D79C4,CUST_000584,account,email,2025-12-04 05:01:47,2.5,True,0.24
TKT_2653D022,CUST_000835,content,email,2026-02-01 14:43:12,67.5,True,-0.26
TKT_583DD7FD,CUST_000515,content,email,2026-04-02 18:46:29,44.7,True,-0.96
TKT_2930785D,CUST_000379,technical,chat,2026-03-11 02:07:13,61.4,True,0.34
TKT_A553E503,CUST_000267,billing,phone,2026-02-09 19:33:24,26.9,True,-0.37
TKT_6A36436A,CUST_000359,technical,chat,2025-12-29 06:24:43,29.8,True,-0.45
TKT_205A5728,CUST_000357,account,phone,2025-06-01 10:55:19,3.4,True,-0.79
TKT_9DEA32EE,CUST_000548,billing,email,2025-05-12 07:17:09,64.3,True,-0.28
TKT_A2A9C6BF,CUST_000195,technical,chat,2025-09-23 04:53:53,26.0,True,0.0
TKT_EB995277,CUST_000325,technical,chat,2024-11-08 04:31:45,66.0,True,0.02
TKT_6DFDF28A,CUST_000990,technical,email,2025-12-23 01:19:13,55.1,True,-0.14
TKT_DBCA8A2B,CUST_000021,technical,chat,2025-04-07 02:53:59,39.1,False,-0.02
TKT_06A645C1,CUST_000642,billing,email,2026-01-09 17:41:56,7.3,True,0.62
TKT_2456D7F5,CUST_000469,technical,email,2025-01-24 18:28:42,67.3,True,-0.5
TKT_F99BDF40,CUST_000116,billing,email,2025-08-28 09:42:57,66.6,True,-0.25
TKT_C9ACB220,CUST_000987,billing,phone,2025-07-30 03:38:51,11.1,True,-0.91
TKT_E8CD3680,CUST_000053,technical,phone,2025-01-29 03:26:00,8.6,True,0.44
TKT_3AEB24A3,CUST_000735,content,email,2026-01-26 00:58:22,3.1,True,-0.1
TKT_908084F4,CUST_000224,account,phone,2025-07-11 12:57:56,1.6,True,0.07
TKT_CC317C4F,CUST_000102,technical,chat,2025-12-09 11:41:53,27.3,False,0.97
TKT_2D909BD2,CUST_000819,content,email,2026-01-20 09:34:24,36.1,True,0.45
TKT_329158F6,CUST_000135,technical,email,2026-01-19 23:20:38,37.3,False,-0.99
TKT_B4479615,CUST_000980,content,phone,2026-04-03 07:20:38,70.4,True,0.06
TKT_A6DC133B,CUST_000652,technical,chat,2025-10-02 01:35:20,70.5,False,0.28
TKT_05A5148F,CUST_000448,content,chat,2026-03-31 12:05:39,38.2,True,-0.01
TKT_890F755C,CUST_000278,account,email,2026-03-01 15:06:18,47.9,True,-0.07
TKT_30B9E72D,CUST_000250,account,email,2025-10-04 00:55:46,6.2,True,-0.19
TKT_CA798ABB,CUST_000224,technical,chat,2025-04-17 22:20:11,48.3,True,0.53
TKT_B057740E,CUST_000120,content,email,2026-03-09 09:59:51,24.5,True,0.76
TKT_32EA2752,CUST_000553,billing,email,2025-06-13 05:15:41,51.7,True,-0.44
TKT_466A6855,CUST_000541,technical,chat,2024-12-06 09:33:37,40.5,True,0.24
TKT_C8B1A9CD,CUST_000337,technical,phone,2024-10-31 16:41:56,12.2,True,0.65
TKT_312EF0F3,CUST_000766,content,email,2025-04-12 11:12:14,15.2,True,-0.52
TKT_D523CB5B,CUST_000615,account,chat,2026-02-25 02:55:11,68.6,True,0.05
TKT_C1021FAD,CUST_000569,billing,phone,2025-11-15 23:53:29,49.5,True,-0.24
TKT_19A3B4A9,CUST_000059,account,chat,2025-05-02 23:35:50,52.6,True,0.43
TKT_266259B5,CUST_000611,account,email,2025-01-27 14:59:42,43.1,True,-0.26
TKT_B5ABD358,CUST_000424,account,chat,2026-01-22 20:29:41,31.0,True,-0.45
TKT_6076AB54,CUST_000451,technical,email,2026-04-05 04:02:39,58.1,True,0.98
TKT_4E9ADB52,CUST_000500,technical,email,2025-10-20 15:50:49,52.9,True,0.23
TKT_A8C28F05,CUST_000954,account,chat,2026-04-07 19:33:53,44.4,True,-0.29
TKT_953F22AE,CUST_000677,account,phone,2026-02-18 20:22:38,13.4,False,-0.49
TKT_E9958160,CUST_000671,technical,email,2024-08-23 03:57:06,3.4,False,0.1
TKT_28613C01,CUST_000877,content,chat,2025-06-01 18:22:23,40.0,True,0.16
TKT_2A6442FF,CUST_000756,content,email,2026-01-14 20:30:22,6.0,True,0.24
TKT_1E8C61C8,CUST_000174,content,email,2025-04-28 07:34:08,39.1,True,-0.04
TKT_77DD4B18,CUST_000668,account,phone,2026-03-04 23:29:05,68.1,True,-0.66
TKT_6D135F2D,CUST_000117,account,phone,2026-02-03 22:48:37,15.0,True,0.85
TKT_897A7F29,CUST_000287,account,phone,2026-01-06 11:38:39,53.6,True,-0.62
TKT_02A64B7F,CUST_000064,content,email,2026-02-19 06:26:15,54.0,True,0.55
TKT_B191405D,CUST_000358,billing,chat,2025-11-18 19:25:50,41.3,False,-0.28
TKT_6634F40F,CUST_000686,content,phone,2026-03-16 00:16:56,37.8,True,0.97
TKT_4FCACF5A,CUST_000919,account,chat,2026-03-07 07:53:17,47.5,True,0.56
TKT_AD995AA7,CUST_000942,technical,phone,2025-02-24 16:35:14,36.5,True,0.95
TKT_ABC72BF9,CUST_000177,technical,chat,2026-02-24 13:09:23,34.7,True,-0.27
TKT_B5EEB72B,CUST_000571,billing,chat,2026-01-01 17:09:10,7.5,False,-0.16
TKT_FC3BB4E2,CUST_000845,content,email,2025-09-05 21:01:38,26.5,False,0.22
TKT_B834DEBD,CUST_000999,account,email,2025-09-26 19:09:06,21.0,True,0.67
TKT_3F40CD9E,CUST_000818,content,chat,2026-02-01 00:08:17,19.0,True,-0.24
TKT_F7CE00F1,CUST_000524,content,chat,2025-12-03 10:09:55,28.4,True,0.27
TKT_98A5A30E,CUST_000689,billing,email,2025-09-16 09:05:30,37.8,True,0.77
TKT_4B1197F7,CUST_000422,account,email,2026-03-28 12:04:57,2.9,True,-0.32
TKT_B34CE304,CUST_000181,content,chat,2025-07-17 15:12:12,12.8,True,-0.12
TKT_4D13072B,CUST_000022,content,email,2025-12-30 23:20:05,16.8,True,-0.92
TKT_F4A8BF46,CUST_000487,account,chat,2026-03-26 12:57:40,15.2,True,0.24
TKT_BBF595B9,CUST_000587,billing,email,2025-01-13 07:56:38,8.6,True,0.12
TKT_33B99BB2,CUST_000182,content,email,2026-01-03 22:45:24,47.4,True,0.83
TKT_779209FB,CUST_000588,account,phone,2025-09-13 20:01:21,32.3,True,0.33
TKT_9BF8476C,CUST_000566,account,phone,2025-12-17 10:59:19,38.3,True,-0.68
TKT_AC8D5C57,CUST_000731,technical,email,2025-10-22 08:33:35,61.3,True,-0.39
TKT_5C076A10,CUST_000373,billing,chat,2025-01-19 10:47:00,68.2,True,0.35
TKT_7D96CB64,CUST_000003,billing,chat,2026-02-25 19:34:28,14.3,True,-0.58
TKT_9D83B8C6,CUST_000061,content,email,2025-11-29 09:03:17,56.1,False,0.9
TKT_919AE830,CUST_000779,billing,phone,2025-01-19 14:06:51,4.9,True,0.94
TKT_F439BF66,CUST_000592,technical,phone,2025-12-16 00:44:41,23.2,True,-0.77
TKT_D1AB5B54,CUST_000880,technical,email,2025-09-20 01:03:54,3.7,True,-0.67
TKT_ACF33B77,CUST_000672,content,phone,2026-01-04 12:56:11,53.8,True,0.87
TKT_A3833F3A,CUST_000824,technical,chat,2025-02-12 21:11:35,69.4,True,0.82
TKT_3701706C,CUST_000184,content,phone,2025-04-03 11:45:40,65.4,True,-0.43
TKT_A352D7BD,CUST_000119,account,phone,2025-04-07 13:03:57,40.9,True,0.84
TKT_3FCF28C0,CUST_000444,content,email,2026-04-08 17:26:34,9.2,False,-0.88
TKT_EFFE4897,CUST_000854,account,chat,2025-02-02 07:25:16,46.1,True,0.53
TKT_7FF43DB2,CUST_000265,content,chat,2025-06-29 17:04:16,66.7,True,-0.72
TKT_65403BDA,CUST_000054,technical,chat,2025-09-29 18:15:15,40.8,True,-0.3
TKT_6674D5A3,CUST_000198,technical,chat,2025-08-05 20:20:16,10.0,True,0.29
TKT_D5BA23CB,CUST_000591,content,email,2025-11-19 12:42:04,20.5,True,-0.01
TKT_380111D4,CUST_000262,billing,chat,2025-05-12 07:22:29,44.6,True,0.49
TKT_4DE38FD2,CUST_000178,content,phone,2025-11-26 08:06:55,2.6,True,-0.97
TKT_F5CC9E48,CUST_000461,technical,phone,2024-11-25 06:31:04,2.7,True,-0.03
TKT_4F20AF0D,CUST_000369,technical,phone,2025-09-01 09:30:21,52.6,True,0.69
TKT_767706E7,CUST_000572,account,phone,2026-01-02 15:42:24,63.1,True,0.73
TKT_BDE611F4,CUST_000512,account,phone,2025-12-09 12:48:24,69.3,True,-0.41
TKT_8E166AF7,CUST_000794,billing,chat,2024-11-28 05:17:40,36.3,True,-0.25
TKT_6A354D7F,CUST_000989,technical,phone,2024-09-19 10:15:45,47.2,True,0.2
TKT_AC053E70,CUST_000255,account,phone,2025-11-23 16:47:16,45.9,True,0.86
TKT_28B9D3FB,CUST_000460,billing,chat,2026-01-26 16:24:09,38.1,True,0.35
TKT_087DCE0F,CUST_000412,technical,email,2026-01-23 14:32:18,46.7,True,0.46
TKT_33A3CC07,CUST_000358,account,phone,2025-09-15 16:36:19,69.3,True,-0.63
TKT_DA51E7C5,CUST_000328,account,phone,2025-08-20 22:39:11,69.5,True,0.19
TKT_3FD67672,CUST_000896,content,email,2025-11-08 01:28:58,3.1,True,0.16
TKT_6A4BAF4E,CUST_000010,billing,email,2025-10-19 11:11:03,64.5,True,0.74
TKT_0B5346B9,CUST_000568,billing,email,2025-12-19 23:56:27,16.0,True,-0.44
TKT_EAC60743,CUST_000915,content,chat,2026-03-08 06:25:23,33.4,False,-0.96
TKT_7B34783D,CUST_000919,content,phone,2025-12-11 17:38:58,18.5,True,0.56
TKT_D2902309,CUST_000791,account,chat,2025-07-25 08:50:51,55.2,True,-0.41
TKT_7C27389A,CUST_000675,technical,email,2025-11-20 16:06:21,8.1,True,0.72
TKT_53CB9183,CUST_000679,technical,chat,2026-02-25 18:51:57,10.2,False,-0.2
TKT_5360ADFD,CUST_000390,content,chat,2026-01-31 09:34:01,67.9,True,-0.29
TKT_F7DD6B71,CUST_000942,account,email,2025-12-15 22:59:36,69.9,True,0.03
TKT_3CF70E53,CUST_000432,content,phone,2026-04-07 09:14:12,61.9,True,-0.61
TKT_BDC35A02,CUST_000513,billing,phone,2025-10-17 12:52:12,67.2,True,0.49
TKT_C13B76D2,CUST_000241,technical,phone,2025-06-06 18:42:36,7.5,True,0.16
TKT_A0D2D777,CUST_000549,content,chat,2026-04-09 04:09:49,23.7,True,0.91
TKT_4657F963,CUST_000669,content,email,2025-11-22 21:12:37,43.6,False,0.12
TKT_1F094A3D,CUST_000144,content,chat,2026-02-18 12:59:07,16.3,True,-0.18
TKT_B54CE797,CUST_000930,billing,email,2025-04-03 07:41:34,24.2,True,0.64
TKT_C5BB9157,CUST_000249,content,chat,2025-09-23 14:20:14,27.9,True,-0.14
TKT_1EA2E1E2,CUST_000262,account,email,2025-06-28 00:06:37,41.4,True,0.17
TKT_18E3E83C,CUST_000473,technical,chat,2025-03-27 03:27:48,40.1,True,-0.54
TKT_565E5883,CUST_000768,content,email,2025-04-17 15:03:41,11.0,True,0.15
TKT_2235BBE1,CUST_000852,billing,email,2026-02-03 16:57:42,55.2,False,-0.42
TKT_681921F8,CUST_000436,technical,email,2025-04-08 14:31:26,34.9,False,0.56
TKT_9099032C,CUST_000016,content,phone,2026-01-19 19:51:27,68.6,True,0.64
TKT_C2BE49A7,CUST_000429,content,chat,2025-12-24 05:50:12,65.3,True,0.5
TKT_7FED4AC5,CUST_000970,billing,email,2025-09-07 01:50:56,21.1,True,0.51
TKT_D8C08BE9,CUST_000646,account,phone,2025-11-20 02:13:49,15.4,False,0.16
TKT_852A8A5B,CUST_000318,billing,chat,2026-03-01 09:30:04,43.5,True,-0.89
TKT_19E5F76A,CUST_000561,technical,phone,2025-06-02 16:05:09,69.0,True,-0.1
TKT_16C22495,CUST_000841,account,email,2026-03-14 17:06:03,10.6,True,-0.96
TKT_B71D6C90,CUST_000689,billing,chat,2025-03-30 00:50:28,16.7,True,0.32
TKT_7B0E191A,CUST_000778,content,phone,2026-03-09 12:12:43,41.9,True,0.05
TKT_9A90A278,CUST_000727,technical,chat,2025-10-10 17:36:55,60.1,True,0.11
TKT_A3CF9BE1,CUST_000611,billing,chat,2025-08-10 10:25:52,25.1,True,-0.14
TKT_09D74A8C,CUST_000470,content,phone,2025-11-11 11:05:22,5.2,True,0.8
TKT_5708F40F,CUST_000226,billing,phone,2026-03-25 23:34:32,13.5,True,0.6
TKT_9B9B322E,CUST_000215,billing,chat,2024-11-01 13:27:02,19.9,True,-0.52
TKT_29393905,CUST_000545,account,phone,2025-08-12 21:54:35,56.7,True,-0.3
TKT_3FE675F2,CUST_000177,account,chat,2025-09-16 05:13:04,58.0,True,-0.42
TKT_3BE7043E,CUST_000535,content,chat,2026-03-27 19:44:37,23.0,True,-0.75
TKT_9ABB6522,CUST_000924,technical,phone,2024-05-15 20:12:39,7.6,True,0.44
TKT_A725F8B9,CUST_000604,technical,phone,2026-01-24 23:07:32,1.2,False,0.02
TKT_CB7EA48B,CUST_000393,account,chat,2025-10-15 05:55:32,42.5,True,0.04
TKT_BD5A3DD2,CUST_000757,content,email,2024-12-05 06:45:52,68.2,True,-0.33
TKT_0A505206,CUST_000920,technical,chat,2025-08-16 06:37:51,23.1,True,0.68
TKT_7966F34F,CUST_000292,content,chat,2026-03-08 18:06:20,16.6,True,0.49
TKT_561654FD,CUST_000289,technical,chat,2026-01-10 10:11:18,3.6,True,0.82
TKT_E28CB767,CUST_000141,account,phone,2025-09-25 07:42:24,37.9,True,0.45
TKT_84052B5E,CUST_000836,billing,email,2025-09-05 06:20:45,65.0,True,-0.04
TKT_548366F0,CUST_000615,account,email,2026-03-21 22:19:52,9.2,True,-0.68
TKT_FAEBFBED,CUST_000078,content,email,2026-02-27 20:07:28,26.0,True,0.74
TKT_9A497B06,CUST_000694,account,chat,2025-06-04 08:23:07,35.9,True,0.92
TKT_635E8AD9,CUST_000277,content,chat,2026-03-17 02:27:13,26.3,False,-0.31
TKT_9F2DAADB,CUST_000812,content,phone,2026-02-22 03:00:44,3.9,False,0.1
TKT_2385FF0A,CUST_000436,technical,email,2025-09-16 19:00:09,4.3,True,0.47
TKT_67A5268A,CUST_000438,billing,email,2026-02-22 17:36:25,4.6,True,0.09
TKT_40009DA1,CUST_000925,account,email,2026-02-10 23:56:49,8.8,True,-0.34
TKT_164F82B9,CUST_000314,billing,email,2025-07-18 01:25:00,70.7,True,-0.75
TKT_BB8D73C1,CUST_000552,content,email,2026-03-31 04:23:07,62.0,True,0.46
TKT_D815D362,CUST_000876,account,phone,2025-11-03 15:54:18,28.6,True,0.23
TKT_CD1D1977,CUST_000436,billing,chat,2025-05-05 09:03:25,9.4,True,-0.65
TKT_36F10DAB,CUST_000030,technical,email,2026-04-03 23:14:14,31.3,False,-0.73
TKT_0F8E9B35,CUST_000470,billing,phone,2025-11-23 18:53:20,17.2,True,-0.31
TKT_156B0E90,CUST_000448,billing,phone,2026-02-07 13:12:33,4.8,True,0.92
TKT_C70FCCF7,CUST_000665,account,phone,2025-05-15 13:29:14,1.6,False,-0.83
TKT_E9E04B57,CUST_000927,billing,phone,2026-03-17 09:39:51,23.7,True,-0.62
TKT_263139F0,CUST_000782,content,phone,2025-12-10 23:29:21,48.3,True,-0.23
TKT_85E4A88C,CUST_000580,technical,phone,2025-02-19 12:01:13,52.9,False,0.87
TKT_CBA4D96D,CUST_000273,billing,chat,2025-10-28 11:40:34,61.1,True,-0.44
TKT_1E8F681A,CUST_000679,content,email,2026-02-14 05:32:43,25.2,True,-0.3
TKT_5BD67D07,CUST_000400,technical,phone,2026-03-15 20:01:44,34.2,False,-0.94
TKT_1F22E9B0,CUST_000713,technical,email,2026-02-06 02:29:32,1.9,True,-0.06
TKT_BD61105B,CUST_000157,technical,chat,2025-04-16 14:20:46,13.5,True,-0.75
TKT_28828CFF,CUST_000129,billing,email,2026-04-02 04:34:37,52.6,True,-0.73
TKT_D5B4E922,CUST_000427,billing,chat,2025-09-15 09:49:59,18.2,False,-0.0
TKT_8D78AD20,CUST_000732,account,phone,2025-05-26 05:02:54,30.3,True,0.15
TKT_DEC41031,CUST_000748,content,email,2025-08-28 09:01:27,32.3,True,-0.88
TKT_D90082B6,CUST_000284,billing,email,2026-03-21 04:17:56,63.7,True,-0.02
TKT_A47945DF,CUST_000941,content,phone,2025-12-20 20:40:53,36.8,True,-0.64
TKT_8C8464DB,CUST_000458,billing,chat,2026-03-11 20:30:01,36.7,True,0.3
TKT_F62ABA2C,CUST_000876,content,chat,2025-11-11 13:51:24,36.0,True,0.66
TKT_7B58BDFE,CUST_000175,content,phone,2025-08-07 19:25:59,23.1,True,-0.58
TKT_937892F4,CUST_000305,content,email,2026-03-07 05:23:43,59.6,True,0.6
TKT_2534165C,CUST_000866,account,email,2026-03-30 17:02:13,28.7,False,0.2
TKT_61A5A113,CUST_000437,content,chat,2025-09-16 01:08:33,64.1,True,-0.34
TKT_14D2F48D,CUST_000585,technical,phone,2025-06-21 06:34:13,8.8,True,0.96
TKT_2C95166F,CUST_000268,account,phone,2026-03-09 03:53:02,16.3,True,-0.19
TKT_861051EA,CUST_000053,billing,phone,2025-12-18 13:22:38,0.9,True,-0.76
TKT_372C4EFD,CUST_000956,account,chat,2025-11-11 22:44:25,61.7,True,0.06
TKT_4B3EEDD6,CUST_000957,billing,phone,2025-10-19 14:28:01,40.3,True,-0.73
TKT_F130B3C2,CUST_000255,content,phone,2025-04-26 03:29:48,61.9,False,-0.75
TKT_BFE110B0,CUST_000173,technical,phone,2024-12-24 17:24:44,23.7,True,-0.76
TKT_5E0A0E54,CUST_000639,content,email,2025-11-26 21:10:23,10.0,True,-0.15
TKT_7F9F8865,CUST_000261,content,phone,2025-11-05 22:09:14,27.8,True,-0.21
TKT_94DAED1C,CUST_000031,account,email,2025-10-16 02:34:17,47.8,False,0.72
TKT_CF9C0AAD,CUST_000388,technical,chat,2026-01-18 12:18:55,30.7,True,-0.1
TKT_1C966939,CUST_000248,billing,chat,2025-09-24 06:32:04,64.9,True,0.61
TKT_D9DE3933,CUST_000607,technical,phone,2025-10-11 13:32:26,49.7,True,0.42
TKT_A8E8CACE,CUST_000037,content,chat,2026-04-05 03:46:59,50.9,True,0.35
