content_id,tmdb_id,title,content_type,genres,primary_genre,release_date,vote_average,vote_count,popularity,original_language,overview,runtime_minutes
TMDB_M_1266990,1266990,Kulong,movie,Drama,Drama,2024-05-24,6.324,17,26.2775,tl,"Three friends retreat to a resort to collaborate on a daring screenplay for a contest. Faced with the challenge of writing about passion despite their own dry spells, their journey soon blurs the line",139
TMDB_M_533533,533533,TRON: Ares,movie,Science Fiction|Adventure|Action,Science Fiction,2025-10-08,6.469,1313,26.2946,en,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",147
TMDB_M_122,122,The Lord of the Rings: The Return of the King,movie,Adventure|Fantasy|Action,Adventure,2003-12-17,8.496,26299,28.906,en,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is r",112
TMDB_M_646380,646380,Don't Look Up,movie,Comedy|Science Fiction|Drama,Comedy,2021-12-08,7.066,9227,26.2204,en,Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,150
TMDB_M_603,603,The Matrix,movie,Action|Science Fiction,Action,1999-03-31,8.241,27633,27.7242,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",81
TMDB_M_1305781,1305781,Blades of the Guardians: Wind Rises in the Desert,movie,Action|Drama|History,Action,2026-02-17,7.1,32,24.9366,zh,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.",167
TMDB_M_1180831,1180831,Troll 2,movie,Action|Fantasy|Thriller,Action,2025-11-30,6.414,455,24.7642,no,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",172
TMDB_M_1363123,1363123,The Family Plan 2,movie,Action|Comedy,Action,2025-11-11,6.5,538,23.7364,en,"Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them ",94
TMDB_M_14836,14836,Coraline,movie,Animation|Family|Fantasy,Animation,2009-02-05,7.9,8857,26.4112,en,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a fri",167
TMDB_M_264980,264980,Loves of a French Pussycat,movie,Comedy,Comedy,1972-03-09,3.0,6,23.4597,de,"Rolf, a sex-advice columnist and a lecher, has affairs with numerous women, but never a permanent relationship. Suzanne, one of his ex-lovers, offers to bet that no woman can get Rolf to propose marri",148
TMDB_M_1317288,1317288,Marty Supreme,movie,Drama|Thriller,Drama,2025-12-19,7.414,1545,27.1784,en,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",176
TMDB_M_1015606,1015606,Obi-Wan Kenobi: A Jedi's Return,movie,Documentary,Documentary,2022-09-07,6.789,1009,25.9018,en,"This special explores the return of Obi-Wan Kenobi and Anakin Skywalker to the screen, as well as Ewan McGregor and Hayden Christensen to their classic roles. Director Deborah Chow leads the cast and ",114
TMDB_M_1266992,1266992,Balinsasayaw,movie,Drama,Drama,2024-05-17,5.3,3,25.7257,tl,"A rich woman marries a charming womanizer who conspires with his wife’s best friend. When all the revelations are exposed, the tables suddenly turn.",178
TMDB_M_378236,378236,The Emoji Movie,movie,Animation|Family|Comedy,Animation,2017-07-23,5.393,3296,25.7446,en,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",162
TMDB_M_1175942,1175942,The Bad Guys 2,movie,Family|Comedy|Crime|Adventure|Animation,Family,2025-07-24,7.669,732,24.3322,en,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw",123
TMDB_M_346698,346698,Barbie,movie,Comedy|Adventure,Comedy,2023-07-19,6.9,10948,25.0467,en,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and p",94
TMDB_M_1191876,1191876,From the Ashes,movie,Drama,Drama,2027-06-01,0.0,0,23.8508,en,"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past.",117
TMDB_M_1480382,1480382,The Voice of Hind Rajab,movie,Drama|History,Drama,2025-09-10,8.039,257,24.1461,ar,"January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do eve",135
TMDB_M_807,807,Se7en,movie,Crime|Mystery|Thriller,Crime,1995-09-22,8.4,22868,25.5013,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one",100
TMDB_M_912649,912649,Venom: The Last Dance,movie,Science Fiction|Action|Adventure,Science Fiction,2024-10-22,6.664,4103,24.3052,en,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last d",138
TMDB_M_769,769,GoodFellas,movie,Drama|Crime,Drama,1990-09-12,8.453,14190,25.1852,en,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conw",80
TMDB_M_240,240,The Godfather Part II,movie,Drama|Crime,Drama,1974-12-20,8.572,13768,25.1852,en,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vega",172
TMDB_M_346698,346698,Barbie,movie,Comedy|Adventure,Comedy,2023-07-19,6.9,10948,25.0467,en,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and p",172
TMDB_M_1305781,1305781,Blades of the Guardians: Wind Rises in the Desert,movie,Action|Drama|History,Action,2026-02-17,7.1,32,24.9366,zh,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.",113
TMDB_M_497,497,The Green Mile,movie,Fantasy|Drama|Crime,Fantasy,1999-12-10,8.505,19051,24.9323,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, rec",144
TMDB_M_493125,493125,An Affair - Two Sisters,movie,Drama|Romance,Drama,2017-09-21,4.7,3,24.9146,ko,Two beautiful sisters run a cabin in the mountains that is well-known to men as a place of affection. An unknown man near the cabin watches them closely.,177
TMDB_M_1315303,1315303,Primate,movie,Horror|Thriller,Horror,2026-01-01,6.486,549,24.783,en,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a",102
TMDB_M_1180831,1180831,Troll 2,movie,Action|Fantasy|Thriller,Action,2025-11-30,6.414,455,24.7642,no,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",144
TMDB_M_1038392,1038392,The Conjuring: Last Rites,movie,Horror,Horror,2025-09-03,6.884,1736,24.6374,en,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,93
TMDB_M_1424965,1424965,Ice Skater,movie,Drama|Thriller,Drama,2026-02-24,5.0,15,24.3541,en,"A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",160
TMDB_M_269149,269149,Zootopia,movie,Animation|Adventure|Family|Comedy,Animation,2016-02-11,7.759,17934,24.3511,en,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde t",118
TMDB_M_1175942,1175942,The Bad Guys 2,movie,Family|Comedy|Crime|Adventure|Animation,Family,2025-07-24,7.7,732,24.3322,en,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw",161
TMDB_M_912649,912649,Venom: The Last Dance,movie,Science Fiction|Action|Adventure,Science Fiction,2024-10-22,6.664,4103,24.3052,en,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last d",144
TMDB_M_150540,150540,Inside Out,movie,Animation|Family|Adventure|Drama|Comedy,Animation,2015-06-17,7.91,23318,24.2881,en,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must j",157
TMDB_M_424,424,Schindler's List,movie,Drama|History|War,Drama,1993-12-15,8.567,17293,24.2811,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,105
TMDB_M_193972,193972,Living Marble,movie,Comedy,Comedy,1910-05-16,4.6,8,24.2498,de,"Four gentlemen are talking in a beer-garden; during a short absence of one of them, who pretends to be an art lover, the others decide to make a prank on him. When he comes back, one them invites the ",99
TMDB_M_1480382,1480382,The Voice of Hind Rajab,movie,Drama|History,Drama,2025-09-10,8.039,257,24.1461,ar,"January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do eve",127
TMDB_M_1487320,1487320,The Giant Falls,movie,Drama,Drama,2026-04-01,6.5,12,23.8513,es,"Follows Boris, a charismatic tour guide who unexpectedly reunites with his estranged father Julián. Their tense and emotional encounters explore past wounds and the possibility of forgiveness.",177
TMDB_M_1191876,1191876,From the Ashes,movie,Drama,Drama,2027-06-01,0.0,0,23.8508,en,"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past.",100
TMDB_M_980477,980477,Ne Zha 2,movie,Animation|Fantasy|Adventure,Animation,2025-01-29,8.121,642,23.8084,zh,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must u",149
TMDB_M_429617,429617,Spider-Man: Far From Home,movie,Action|Adventure|Science Fiction,Action,2019-06-28,7.396,16816,23.6507,en,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural d",179
TMDB_M_1424965,1424965,Ice Skater,movie,Drama|Thriller,Drama,2026-02-24,5.0,15,24.3541,en,"A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",147
TMDB_M_939243,939243,Sonic the Hedgehog 3,movie,Action|Science Fiction|Comedy|Family,Action,2024-12-19,7.615,3210,22.1593,en,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team",80
TMDB_M_980477,980477,Ne Zha 2,movie,Animation|Fantasy|Adventure,Animation,2025-01-29,8.121,642,23.8084,zh,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must u",156
TMDB_M_1341137,1341137,A Great Awakening,movie,Drama|History,Drama,2026-04-03,0.0,0,22.7904,en,A GREAT AWAKENING tells the true story of an unlikely friendship between the Reverend George Whitefield and Benjamin Franklin that resulted in one of the most defining moments in American history. Wit,121
TMDB_M_424,424,Schindler's List,movie,Drama|History|War,Drama,1993-12-15,8.567,17292,24.2811,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,142
TMDB_M_1315303,1315303,Primate,movie,Horror|Thriller,Horror,2026-01-01,6.5,548,24.783,en,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a",82
TMDB_M_335984,335984,Blade Runner 2049,movie,Science Fiction|Drama,Science Fiction,2017-10-04,7.591,14972,32.4003,en,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery lea",94
TMDB_M_330457,330457,Frozen II,movie,Family|Animation|Adventure|Comedy|Fantasy,Family,2019-11-20,7.233,10217,45.855,en,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",126
TMDB_M_1497970,1497970,Tom and Jerry: Forbidden Compass,movie,Animation|Comedy|Family|Fantasy|Adventure,Animation,2025-08-02,6.2,29,23.078,zh,"During a chase inside a museum, Tom and Jerry find a magical object and end up being transported through time. Lost in a distant era, they will need to work together to find a way back home.",119
TMDB_M_1304313,1304313,Lee Cronin's The Mummy,movie,Horror|Mystery,Horror,2026-04-15,8.667,3,23.3266,en,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns int",110
TMDB_M_337404,337404,Cruella,movie,Comedy|Crime|Adventure,Comedy,2021-05-26,7.973,9982,22.7843,en,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appet",87
TMDB_M_541671,541671,Ballerina,movie,Action|Thriller|Crime,Action,2025-06-04,7.24,2474,21.7881,en,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",110
TMDB_M_1078605,1078605,Weapons,movie,Horror|Mystery,Horror,2025-08-04,7.3,3206,21.878,en,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",152
TMDB_M_324857,324857,Spider-Man: Into the Spider-Verse,movie,Animation|Action|Adventure|Science Fiction,Animation,2018-12-06,8.393,17041,21.2588,en,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like th",90
TMDB_M_1408208,1408208,Exit 8,movie,Horror|Mystery,Horror,2025-08-28,6.5,257,22.8073,ja,"A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back im",90
TMDB_M_858024,858024,Hamnet,movie,Drama|Romance|History,Drama,2025-11-26,7.7,1203,21.5798,en,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",173
TMDB_M_10138,10138,Iron Man 2,movie,Adventure|Action|Science Fiction,Adventure,2010-04-28,6.851,22225,22.5453,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with t",142
TMDB_M_1611398,1611398,Un hombre por semana,movie,Comedy|Romance|Drama,Comedy,2026-01-08,7.474,38,19.5871,es,A divorced woman reconstructs her life and opens herself to love. Her search for dating apps takes her through fun and unpredictable moments to discover self-love.,88
TMDB_M_672,672,Harry Potter and the Chamber of Secrets,movie,Adventure|Fantasy,Adventure,2002-11-13,7.703,23420,22.0357,en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The C",177
TMDB_M_1462146,1462146,S4: The Bob Lazar Story,movie,Documentary,Documentary,2026-04-03,8.4,9,17.7171,en,"Over 35 years after Bob Lazar's revelations, this documentary exposes secrets of a facility the government still denies. Featuring Lazar's testimony, recreations, and new evidence, it reopens a case t",148
TMDB_M_1314481,1314481,The Devil Wears Prada 2,movie,Drama|Comedy,Drama,2026-04-29,0.0,0,22.1373,en,"Miranda Priestly navigates her career amid the decline of traditional magazine publishing. She faces off against Emily Charlton, her one-time assistant, now a high-powered executive for a luxury group",178
TMDB_M_106646,106646,The Wolf of Wall Street,movie,Crime|Drama|Comedy,Crime,2013-12-25,8.028,25719,21.9354,en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",96
TMDB_M_1317672,1317672,Love Me Love Me,movie,Romance|Drama,Romance,2026-02-12,5.695,215,22.7492,en,"After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a d",96
TMDB_M_773543,773543,Fib the Truth,movie,Drama|Thriller,Drama,2021-09-09,5.8,89,17.7146,ru,"A couple in love spends time away from civilization, but the sudden arrivals of the younger sister and then the girl's ex-boyfriend violate the country idyll.",164
TMDB_M_11,11,Star Wars,movie,Adventure|Action|Science Fiction,Adventure,1977-05-25,8.2,22140,22.0304,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the ,140
TMDB_M_4935,4935,Howl's Moving Castle,movie,Fantasy|Animation|Adventure,Fantasy,2004-09-09,8.388,10945,21.5641,ja,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the kin",150
TMDB_M_674,674,Harry Potter and the Goblet of Fire,movie,Adventure|Fantasy,Adventure,2005-11-16,7.802,22001,21.563,en,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted ",101
TMDB_M_969681,969681,Spider-Man: Brand New Day,movie,Science Fiction|Action|Adventure,Science Fiction,2026-07-29,0.0,0,20.8535,en,"Four years have passed since the events of No Way Home, and Peter is now an adult living entirely alone, having voluntarily erased himself from the lives and memories of those he loves. Crime-fighting",113
TMDB_M_475557,475557,Joker,movie,Crime|Thriller|Drama,Crime,2019-10-01,8.126,27519,21.1528,en,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",147
TMDB_M_1197306,1197306,A Working Man,movie,Action|Crime|Thriller,Action,2025-03-26,6.686,1844,21.8968,en,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, ",157
TMDB_M_150540,150540,Inside Out,movie,Animation|Family|Adventure|Drama|Comedy,Animation,2015-06-17,7.91,23318,24.2881,en,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must j",134
TMDB_M_1726,1726,Iron Man,movie,Action|Science Fiction|Adventure,Action,2008-04-30,7.657,27937,20.9987,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",107
TMDB_M_1007734,1007734,Nobody 2,movie,Action|Thriller,Action,2025-08-13,6.94,1419,20.3953,en,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and ",149
TMDB_M_508947,508947,Turning Red,movie,Animation|Family|Comedy|Fantasy,Animation,2022-03-10,7.318,5735,21.1111,en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",176
TMDB_M_361743,361743,Top Gun: Maverick,movie,Action|Drama,Action,2022-05-21,8.152,10747,21.011,en,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TO",173
TMDB_M_1020969,1020969,Teddy's Christmas,movie,Family|Adventure|Fantasy,Family,2022-11-05,7.0,49,20.6185,no,"While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find ",168
TMDB_M_1336770,1336770,Vaazha II,movie,Comedy|Drama|Action,Comedy,2026-04-02,6.0,1,19.8976,ml,"Four friends – Hashir, Alan, Ajin and Vinayak – are considered losers and troublemakers by parents, family and the school management. They face immense social pressure as they reach adulthood, embarki",105
TMDB_M_493125,493125,An Affair - Two Sisters,movie,Drama|Romance,Drama,2017-09-21,4.7,3,24.9146,ko,Two beautiful sisters run a cabin in the mountains that is well-known to men as a place of affection. An unknown man near the cabin watches them closely.,171
TMDB_M_1248226,1248226,Playdate,movie,Action|Comedy|Family,Action,2025-11-04,6.031,566,18.6186,en,"When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—mus",119
TMDB_M_1401778,1401778,Turbulence,movie,Thriller|Action|Adventure|Drama|Fantasy,Thriller,2025-11-26,6.352,98,21.0715,en,"Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, ",131
TMDB_M_361743,361743,Top Gun: Maverick,movie,Action|Drama,Action,2022-05-21,8.152,10747,21.011,en,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TO",165
TMDB_M_1726,1726,Iron Man,movie,Action|Science Fiction|Adventure,Action,2008-04-30,7.657,27938,20.9987,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",163
TMDB_M_244786,244786,Whiplash,movie,Drama|Music|Thriller,Drama,2014-10-10,8.4,16474,20.9623,en,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",127
TMDB_M_9769,9769,Lolita,movie,Drama|Romance,Drama,1997-09-27,7.107,1943,20.904,en,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon",136
TMDB_M_969681,969681,Spider-Man: Brand New Day,movie,Science Fiction|Action|Adventure,Science Fiction,2026-07-29,0.0,0,20.8535,en,"Four years have passed since the events of No Way Home, and Peter is now an adult living entirely alone, having voluntarily erased himself from the lives and memories of those he loves. Crime-fighting",146
TMDB_M_3558,3558,"Girl, Interrupted",movie,Drama,Drama,1999-12-21,7.565,4112,20.8131,en,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she st",137
TMDB_M_76341,76341,Mad Max: Fury Road,movie,Action|Adventure|Science Fiction,Action,2015-05-13,7.6,23923,20.7942,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this worl",95
TMDB_M_1020969,1020969,Teddy's Christmas,movie,Family|Adventure|Fantasy,Family,2022-11-05,7.0,49,20.6185,no,"While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find ",111
TMDB_M_1007734,1007734,Nobody 2,movie,Action|Thriller,Action,2025-08-13,6.939,1420,20.3953,en,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and ",108
TMDB_M_1646142,1646142,Terrestrial,movie,Horror,Horror,2024-10-13,6.5,2,20.3902,en,,88
TMDB_M_121,121,The Lord of the Rings: The Two Towers,movie,Adventure|Fantasy|Action,Adventure,2002-12-18,8.415,23679,20.2339,en,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where",123
TMDB_M_414906,414906,The Batman,movie,Crime|Mystery|Thriller,Crime,2022-03-01,7.658,11770,20.1857,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",82
TMDB_M_293660,293660,Deadpool,movie,Action|Adventure|Comedy,Action,2016-02-09,7.622,32547,20.1666,en,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego",155
TMDB_M_673,673,Harry Potter and the Prisoner of Azkaban,movie,Adventure|Fantasy,Adventure,2004-05-31,8.008,22987,20.1158,en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the",150
TMDB_M_675,675,Harry Potter and the Order of the Phoenix,movie,Adventure|Fantasy,Adventure,2007-07-08,7.7,20660,19.9842,en,"Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, ",109
TMDB_M_1336770,1336770,Vaazha II,movie,Comedy|Drama|Action,Comedy,2026-04-02,6.0,1,19.8976,ml,"Four friends – Hashir, Alan, Ajin and Vinayak – are considered losers and troublemakers by parents, family and the school management. They face immense social pressure as they reach adulthood, embarki",155
TMDB_M_1284496,1284496,Cycle of Time,movie,Comedy|Science Fiction,Comedy,2025-10-08,6.2,72,19.8142,fr,"In 1950s France, Helene and Michel lead a simple life until a freak accident in 2025 leads to Helene becoming a bank executive and Michel struggling with unemployment and depression. Their children gr",108
TMDB_M_177572,177572,Big Hero 6,movie,Adventure|Family|Animation|Action|Comedy,Adventure,2014-10-24,7.724,16469,19.7339,en,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",80
TMDB_M_324786,324786,Hacksaw Ridge,movie,Drama|History|War,Drama,2016-10-07,8.19,14726,19.7137,en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional ",89
TMDB_M_12445,12445,Harry Potter and the Deathly Hallows: Part 2,movie,Adventure|Fantasy,Adventure,2011-07-12,8.081,21828,19.4913,en,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects tha",170
TMDB_M_9769,9769,Lolita,movie,Drama|Romance,Drama,1997-09-27,7.107,1943,20.904,en,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon",160
TMDB_M_696393,696393,Cold Storage,movie,Horror|Science Fiction|Comedy,Horror,2026-01-22,6.7,305,17.2815,en,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extincti",87
TMDB_M_216015,216015,Fifty Shades of Grey,movie,Drama|Romance|Thriller,Drama,2015-02-11,5.871,12325,19.6122,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Chris",109
TMDB_M_1403327,1403327,Coartadas,movie,Comedy|Romance,Comedy,2025-11-28,5.7,18,16.0093,es,Follows the founder of a company who offers alibis to customers who are dishonest or disloyal.,88
TMDB_M_1418657,1418657,The Yeti,movie,Horror|Thriller,Horror,2026-04-04,7.5,4,19.0684,en,"When an oil tycoon and a famous adventurer vanish into the harsh winter of remote northern Alaska, a hand-picked rescue team endeavors to bring them home. What they don’t know is that they are trespas",84
TMDB_M_1439112,1439112,Muzzle: City of Wolves,movie,Action|Thriller|Mystery,Action,2025-11-13,6.684,125,17.4915,en,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongs",122
TMDB_M_102382,102382,The Amazing Spider-Man 2,movie,Action|Adventure|Science Fiction,Action,2014-04-16,6.531,14107,19.6247,en,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not f",89
TMDB_M_414906,414906,The Batman,movie,Crime|Mystery|Thriller,Crime,2022-03-01,7.658,11770,20.1857,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",145
