rating_id,customer_id,content_id,rating,rated_at
RAT_0002485,CUST_000161,TMDB_M_1357633,2,2025-11-27
RAT_0002486,CUST_000161,TMDB_M_1406657,4,2026-03-08
RAT_0002487,CUST_000161,TMDB_M_1523145,2,2025-08-18
RAT_0002488,CUST_000161,TMDB_M_559,3,2026-02-02
RAT_0002489,CUST_000161,TMDB_M_83533,2,2026-01-14
RAT_0002490,CUST_000161,TMDB_M_840464,2,2025-05-29
RAT_0002491,CUST_000161,TMDB_T_1399,1,2025-08-06
RAT_0002492,CUST_000161,TMDB_T_15260,4,2025-12-17
RAT_0002493,CUST_000161,TMDB_T_1622,3,2025-06-22
RAT_0002494,CUST_000161,TMDB_T_289219,2,2025-07-11
RAT_0002495,CUST_000161,TMDB_T_32798,3,2026-04-06
RAT_0002496,CUST_000161,TMDB_T_33765,4,2026-04-11
RAT_0002497,CUST_000161,TMDB_T_48866,4,2025-10-21
RAT_0002498,CUST_000161,TMDB_T_549,4,2026-03-31
RAT_0002499,CUST_000161,TMDB_T_76479,4,2025-09-29
RAT_0002500,CUST_000162,TMDB_T_2661,3,2026-04-08
RAT_0002501,CUST_000163,TMDB_M_1084187,4,2025-10-30
RAT_0002502,CUST_000163,TMDB_M_1192548,3,2026-01-10
RAT_0002503,CUST_000163,TMDB_M_1226863,5,2026-03-12
RAT_0002504,CUST_000163,TMDB_M_20352,5,2026-02-21
RAT_0002505,CUST_000163,TMDB_M_479197,5,2026-03-30
RAT_0002506,CUST_000163,TMDB_M_82690,5,2026-03-23
RAT_0002507,CUST_000163,TMDB_T_1396,3,2026-01-18
RAT_0002508,CUST_000163,TMDB_T_1431,4,2025-12-24
RAT_0002509,CUST_000163,TMDB_T_56570,3,2025-10-26
RAT_0002510,CUST_000164,TMDB_M_10191,1,2025-10-29
RAT_0002511,CUST_000164,TMDB_M_1193501,3,2025-08-04
RAT_0002512,CUST_000164,TMDB_M_1357633,3,2026-04-07
RAT_0002513,CUST_000164,TMDB_M_1584215,3,2025-10-16
RAT_0002514,CUST_000164,TMDB_M_786892,1,2025-02-23
RAT_0002515,CUST_000164,TMDB_M_967941,2,2025-05-04
RAT_0002516,CUST_000164,TMDB_M_986056,4,2025-11-20
RAT_0002517,CUST_000164,TMDB_T_1911,5,2025-01-09
RAT_0002518,CUST_000164,TMDB_T_195670,4,2025-04-26
RAT_0002519,CUST_000164,TMDB_T_2224,4,2026-03-27
RAT_0002520,CUST_000164,TMDB_T_35007,5,2026-03-09
RAT_0002521,CUST_000165,TMDB_M_10138,3,2026-04-11
RAT_0002522,CUST_000165,TMDB_M_12,3,2026-02-19
RAT_0002523,CUST_000165,TMDB_M_1218925,3,2026-03-26
RAT_0002524,CUST_000165,TMDB_M_1326106,5,2026-03-17
RAT_0002525,CUST_000165,TMDB_M_157336,2,2026-03-27
RAT_0002526,CUST_000165,TMDB_M_863,4,2026-03-11
RAT_0002527,CUST_000165,TMDB_T_10534,3,2026-03-02
RAT_0002528,CUST_000165,TMDB_T_127529,2,2026-03-11
RAT_0002529,CUST_000165,TMDB_T_22980,1,2026-03-15
RAT_0002530,CUST_000165,TMDB_T_35007,4,2026-03-11
RAT_0002531,CUST_000165,TMDB_T_4604,2,2026-03-31
RAT_0002532,CUST_000165,TMDB_T_60625,3,2026-04-04
RAT_0002533,CUST_000165,TMDB_T_73586,4,2026-04-07
RAT_0002534,CUST_000165,TMDB_T_76572,1,2026-03-27
RAT_0002535,CUST_000166,TMDB_M_1015606,5,2026-03-22
RAT_0002536,CUST_000166,TMDB_M_106,4,2026-04-11
RAT_0002537,CUST_000166,TMDB_M_1084242,3,2026-03-15
RAT_0002538,CUST_000166,TMDB_M_1620551,4,2026-02-23
RAT_0002539,CUST_000166,TMDB_M_335984,4,2026-03-15
RAT_0002540,CUST_000166,TMDB_M_361743,2,2026-02-15
RAT_0002541,CUST_000166,TMDB_M_769,2,2026-02-21
RAT_0002542,CUST_000166,TMDB_T_12225,2,2026-03-26
RAT_0002543,CUST_000166,TMDB_T_1411,3,2026-03-04
RAT_0002544,CUST_000166,TMDB_T_1855,4,2026-04-05
RAT_0002545,CUST_000166,TMDB_T_42009,3,2026-03-01
RAT_0002546,CUST_000166,TMDB_T_48866,3,2026-03-03
RAT_0002547,CUST_000166,TMDB_T_65334,2,2026-03-03
RAT_0002548,CUST_000167,TMDB_M_1192548,2,2026-04-01
RAT_0002549,CUST_000167,TMDB_M_497,2,2026-03-27
RAT_0002550,CUST_000167,TMDB_M_967941,2,2026-03-23
RAT_0002551,CUST_000168,TMDB_M_1307373,5,2025-11-23
RAT_0002552,CUST_000168,TMDB_M_1359,2,2025-06-23
RAT_0002553,CUST_000168,TMDB_M_1630433,4,2026-03-13
RAT_0002554,CUST_000168,TMDB_M_1635276,4,2026-01-19
RAT_0002555,CUST_000168,TMDB_M_19995,3,2025-06-16
RAT_0002556,CUST_000168,TMDB_M_264980,3,2025-12-02
RAT_0002557,CUST_000168,TMDB_M_290098,5,2026-03-27
RAT_0002558,CUST_000168,TMDB_M_58008,3,2025-10-23
RAT_0002559,CUST_000168,TMDB_M_762509,4,2025-10-15
RAT_0002560,CUST_000168,TMDB_M_985939,1,2026-03-07
RAT_0002561,CUST_000168,TMDB_T_1100,5,2025-05-27
RAT_0002562,CUST_000168,TMDB_T_110075,5,2025-09-01
RAT_0002563,CUST_000168,TMDB_T_154770,1,2025-11-23
RAT_0002564,CUST_000168,TMDB_T_1668,3,2026-02-01
RAT_0002565,CUST_000168,TMDB_T_279471,5,2025-12-06
RAT_0002566,CUST_000168,TMDB_T_42009,4,2026-02-05
RAT_0002567,CUST_000168,TMDB_T_4629,3,2026-01-05
RAT_0002568,CUST_000168,TMDB_T_58841,5,2025-05-19
RAT_0002569,CUST_000169,TMDB_M_1192548,2,2026-03-30
RAT_0002570,CUST_000169,TMDB_M_755898,2,2026-02-25
RAT_0002571,CUST_000169,TMDB_T_124364,4,2026-03-29
RAT_0002572,CUST_000169,TMDB_T_1396,2,2026-02-23
RAT_0002573,CUST_000169,TMDB_T_154770,2,2026-04-01
RAT_0002574,CUST_000169,TMDB_T_22980,3,2026-02-18
RAT_0002575,CUST_000169,TMDB_T_241609,4,2026-02-23
RAT_0002576,CUST_000169,TMDB_T_498,4,2026-04-06
RAT_0002577,CUST_000169,TMDB_T_57243,4,2026-03-18
RAT_0002578,CUST_000169,TMDB_T_78191,5,2026-03-29
RAT_0002579,CUST_000169,TMDB_T_790,3,2026-03-12
RAT_0002580,CUST_000169,TMDB_T_82873,4,2026-02-27
RAT_0002581,CUST_000169,TMDB_T_95479,4,2026-03-14
RAT_0002582,CUST_000170,TMDB_M_1038392,3,2025-05-15
RAT_0002583,CUST_000170,TMDB_M_1168190,4,2024-12-14
RAT_0002584,CUST_000170,TMDB_M_1192548,2,2025-07-31
RAT_0002585,CUST_000170,TMDB_M_1284460,3,2025-01-06
RAT_0002586,CUST_000170,TMDB_M_299536,2,2025-09-29
RAT_0002587,CUST_000170,TMDB_M_396535,3,2025-05-07
RAT_0002588,CUST_000170,TMDB_M_453395,3,2025-01-21
RAT_0002589,CUST_000170,TMDB_M_598,3,2024-11-25
RAT_0002590,CUST_000170,TMDB_M_666277,3,2025-10-20
RAT_0002591,CUST_000170,TMDB_M_696393,4,2025-07-09
RAT_0002592,CUST_000170,TMDB_T_1416,5,2026-02-01
RAT_0002593,CUST_000170,TMDB_T_2734,5,2024-10-31
RAT_0002594,CUST_000170,TMDB_T_4604,4,2026-04-07
RAT_0002595,CUST_000170,TMDB_T_4629,3,2024-08-02
RAT_0002596,CUST_000170,TMDB_T_66732,4,2026-02-20
RAT_0002597,CUST_000170,TMDB_T_76479,3,2025-12-08
RAT_0002598,CUST_000171,TMDB_M_121,5,2026-06-01
RAT_0002599,CUST_000171,TMDB_M_1291335,5,2026-06-01
RAT_0002600,CUST_000171,TMDB_M_1327862,2,2026-02-12
RAT_0002601,CUST_000171,TMDB_M_1650558,2,2026-09-02
RAT_0002602,CUST_000171,TMDB_M_601,2,2026-07-27
RAT_0002603,CUST_000171,TMDB_M_604079,4,2026-03-16
RAT_0002604,CUST_000171,TMDB_M_671,5,2026-04-12
RAT_0002605,CUST_000171,TMDB_M_674,2,2026-01-09
RAT_0002606,CUST_000171,TMDB_T_2661,2,2026-07-16
RAT_0002607,CUST_000171,TMDB_T_283123,4,2026-02-17
RAT_0002608,CUST_000172,TMDB_M_1061474,3,2026-02-07
RAT_0002609,CUST_000172,TMDB_M_1214931,3,2026-04-08
RAT_0002610,CUST_000172,TMDB_M_1241470,4,2026-03-22
RAT_0002611,CUST_000172,TMDB_M_1419406,3,2026-03-01
RAT_0002612,CUST_000172,TMDB_M_157336,4,2026-02-12
RAT_0002613,CUST_000172,TMDB_M_24428,3,2026-03-24
RAT_0002614,CUST_000172,TMDB_M_335983,4,2026-04-03
RAT_0002615,CUST_000172,TMDB_M_912649,2,2026-02-16
RAT_0002616,CUST_000172,TMDB_T_119051,3,2026-03-06
RAT_0002617,CUST_000172,TMDB_T_1398,2,2026-02-24
RAT_0002618,CUST_000172,TMDB_T_1399,2,2026-02-10
RAT_0002619,CUST_000172,TMDB_T_1434,3,2026-02-19
RAT_0002620,CUST_000172,TMDB_T_30984,1,2026-04-03
RAT_0002621,CUST_000172,TMDB_T_4588,4,2026-03-23
RAT_0002622,CUST_000172,TMDB_T_58841,3,2026-03-06
RAT_0002623,CUST_000172,TMDB_T_60572,1,2026-02-18
RAT_0002624,CUST_000173,TMDB_M_1192548,4,2025-09-22
RAT_0002625,CUST_000173,TMDB_M_1284120,3,2026-04-06
RAT_0002626,CUST_000173,TMDB_M_1290417,3,2025-07-30
RAT_0002627,CUST_000173,TMDB_M_1317672,1,2026-01-10
RAT_0002628,CUST_000173,TMDB_M_1325734,3,2026-01-01
RAT_0002629,CUST_000173,TMDB_M_1327862,4,2025-12-18
RAT_0002630,CUST_000173,TMDB_M_1367642,4,2025-08-16
RAT_0002631,CUST_000173,TMDB_M_1658214,3,2025-08-28
RAT_0002632,CUST_000173,TMDB_M_286217,3,2026-03-12
RAT_0002633,CUST_000173,TMDB_M_378236,3,2026-03-12
RAT_0002634,CUST_000173,TMDB_M_4935,4,2025-11-30
RAT_0002635,CUST_000173,TMDB_M_497,5,2025-12-25
RAT_0002636,CUST_000173,TMDB_M_607,2,2025-05-13
RAT_0002637,CUST_000173,TMDB_M_680493,2,2025-06-12
RAT_0002638,CUST_000173,TMDB_M_701387,3,2025-06-09
RAT_0002639,CUST_000173,TMDB_M_967941,4,2026-03-23
RAT_0002640,CUST_000173,TMDB_T_124364,3,2026-04-09
RAT_0002641,CUST_000173,TMDB_T_1416,3,2026-01-23
RAT_0002642,CUST_000173,TMDB_T_1421,3,2025-09-20
RAT_0002643,CUST_000173,TMDB_T_1667,1,2025-09-12
RAT_0002644,CUST_000173,TMDB_T_4087,2,2025-09-06
RAT_0002645,CUST_000173,TMDB_T_4177,5,2026-02-24
RAT_0002646,CUST_000173,TMDB_T_59941,3,2025-09-12
RAT_0002647,CUST_000173,TMDB_T_95897,3,2025-06-22
RAT_0002648,CUST_000174,TMDB_M_11036,2,2024-12-27
RAT_0002649,CUST_000174,TMDB_M_1325734,4,2025-10-01
RAT_0002650,CUST_000174,TMDB_M_1339876,3,2025-11-01
RAT_0002651,CUST_000174,TMDB_M_1367642,3,2025-11-10
RAT_0002652,CUST_000174,TMDB_M_1523145,2,2026-03-12
RAT_0002653,CUST_000174,TMDB_M_1600672,3,2025-07-21
RAT_0002654,CUST_000174,TMDB_M_1646787,2,2024-10-16
RAT_0002655,CUST_000174,TMDB_M_1650558,2,2026-01-13
RAT_0002656,CUST_000174,TMDB_M_991494,4,2025-06-04
RAT_0002657,CUST_000174,TMDB_T_117465,5,2024-10-11
RAT_0002658,CUST_000174,TMDB_T_1434,3,2026-02-23
RAT_0002659,CUST_000174,TMDB_T_2734,1,2024-12-11
RAT_0002660,CUST_000174,TMDB_T_46260,4,2025-11-04
RAT_0002661,CUST_000174,TMDB_T_65503,2,2025-07-13
RAT_0002662,CUST_000174,TMDB_T_65942,3,2026-01-04
RAT_0002663,CUST_000174,TMDB_T_95557,2,2026-01-09
RAT_0002664,CUST_000175,TMDB_M_101,3,2026-02-21
RAT_0002665,CUST_000175,TMDB_M_1226863,2,2026-02-17
RAT_0002666,CUST_000175,TMDB_M_1268127,4,2026-02-22
RAT_0002667,CUST_000175,TMDB_M_1419406,3,2026-03-11
RAT_0002668,CUST_000175,TMDB_M_1424965,3,2026-03-10
RAT_0002669,CUST_000175,TMDB_M_1635276,3,2026-03-06
RAT_0002670,CUST_000175,TMDB_M_429,3,2026-03-17
RAT_0002671,CUST_000175,TMDB_M_73861,4,2026-04-09
RAT_0002672,CUST_000175,TMDB_T_1433,4,2026-03-12
RAT_0002673,CUST_000175,TMDB_T_195670,3,2026-02-21
RAT_0002674,CUST_000175,TMDB_T_2171,3,2026-02-24
RAT_0002675,CUST_000175,TMDB_T_2691,2,2026-02-25
RAT_0002676,CUST_000175,TMDB_T_60622,3,2026-02-21
RAT_0002677,CUST_000175,TMDB_T_85077,3,2026-03-16
RAT_0002678,CUST_000176,TMDB_M_1523145,3,2025-06-19
RAT_0002679,CUST_000176,TMDB_M_1658216,4,2025-01-29
RAT_0002680,CUST_000176,TMDB_M_20352,1,2025-08-16
RAT_0002681,CUST_000176,TMDB_M_27205,1,2025-05-29
RAT_0002682,CUST_000176,TMDB_M_313369,1,2025-06-29
RAT_0002683,CUST_000176,TMDB_M_412117,3,2026-02-27
RAT_0002684,CUST_000176,TMDB_M_950387,4,2025-02-20
RAT_0002685,CUST_000176,TMDB_T_1981,4,2026-02-15
RAT_0002686,CUST_000176,TMDB_T_202555,2,2025-08-26
RAT_0002687,CUST_000176,TMDB_T_291,5,2026-03-09
RAT_0002688,CUST_000176,TMDB_T_4604,2,2025-06-14
RAT_0002689,CUST_000176,TMDB_T_48866,4,2025-12-17
RAT_0002690,CUST_000176,TMDB_T_65733,2,2025-08-16
RAT_0002691,CUST_000176,TMDB_T_68350,3,2025-04-23
RAT_0002692,CUST_000176,TMDB_T_72517,4,2025-08-24
RAT_0002693,CUST_000176,TMDB_T_76479,5,2025-09-09
RAT_0002694,CUST_000177,TMDB_M_1175942,3,2025-08-24
RAT_0002695,CUST_000177,TMDB_M_1193501,3,2025-12-26
RAT_0002696,CUST_000177,TMDB_M_1268127,2,2025-09-15
RAT_0002697,CUST_000177,TMDB_M_1307373,4,2025-08-21
RAT_0002698,CUST_000177,TMDB_M_1430,5,2026-04-02
RAT_0002699,CUST_000177,TMDB_M_1630433,3,2025-07-03
RAT_0002700,CUST_000177,TMDB_M_273477,4,2025-11-15
RAT_0002701,CUST_000177,TMDB_M_28322,4,2025-12-27
RAT_0002702,CUST_000177,TMDB_M_671,3,2025-07-17
RAT_0002703,CUST_000177,TMDB_M_77338,4,2026-03-26
RAT_0002704,CUST_000177,TMDB_M_976573,4,2025-07-21
RAT_0002705,CUST_000177,TMDB_T_1398,4,2026-01-30
RAT_0002706,CUST_000177,TMDB_T_1421,4,2025-07-20
RAT_0002707,CUST_000177,TMDB_T_1489,2,2025-07-05
RAT_0002708,CUST_000177,TMDB_T_1705,5,2025-11-15
RAT_0002709,CUST_000177,TMDB_T_549,2,2025-09-10
RAT_0002710,CUST_000177,TMDB_T_71728,5,2026-03-24
RAT_0002711,CUST_000177,TMDB_T_73586,5,2026-04-09
RAT_0002712,CUST_000177,TMDB_T_76479,2,2025-06-03
RAT_0002713,CUST_000177,TMDB_T_87917,3,2025-06-09
RAT_0002714,CUST_000177,TMDB_T_95897,4,2025-09-19
RAT_0002715,CUST_000178,TMDB_M_1011985,4,2024-12-16
RAT_0002716,CUST_000178,TMDB_M_1218925,5,2025-08-16
RAT_0002717,CUST_000178,TMDB_M_1297842,3,2025-01-02
RAT_0002718,CUST_000178,TMDB_M_1311031,2,2025-09-13
RAT_0002719,CUST_000178,TMDB_M_1430,3,2026-01-30
RAT_0002720,CUST_000178,TMDB_M_14836,3,2025-12-12
RAT_0002721,CUST_000178,TMDB_M_755898,2,2025-11-19
RAT_0002722,CUST_000178,TMDB_T_120089,3,2025-01-26
RAT_0002723,CUST_000178,TMDB_T_12971,1,2025-07-28
RAT_0002724,CUST_000178,TMDB_T_1419,4,2024-10-27
RAT_0002725,CUST_000178,TMDB_T_15260,4,2026-03-16
RAT_0002726,CUST_000178,TMDB_T_289219,4,2025-07-10
RAT_0002727,CUST_000178,TMDB_T_4614,3,2025-06-22
RAT_0002728,CUST_000178,TMDB_T_65503,4,2025-05-11
RAT_0002729,CUST_000178,TMDB_T_76479,4,2025-05-01
RAT_0002730,CUST_000179,TMDB_M_103,1,2025-10-05
RAT_0002731,CUST_000179,TMDB_M_1087192,3,2025-10-15
RAT_0002732,CUST_000179,TMDB_M_1653994,4,2025-08-23
RAT_0002733,CUST_000179,TMDB_M_346698,1,2025-09-29
RAT_0002734,CUST_000179,TMDB_M_453395,2,2025-10-29
RAT_0002735,CUST_000179,TMDB_M_673,3,2025-06-16
RAT_0002736,CUST_000179,TMDB_T_110075,1,2025-10-08
RAT_0002737,CUST_000179,TMDB_T_1405,4,2025-10-19
RAT_0002738,CUST_000179,TMDB_T_209867,3,2025-10-06
RAT_0002739,CUST_000179,TMDB_T_4614,5,2025-08-28
RAT_0002740,CUST_000179,TMDB_T_65733,1,2025-10-12
RAT_0002741,CUST_000179,TMDB_T_71790,2,2025-06-30
RAT_0002742,CUST_000179,TMDB_T_74561,3,2025-09-15
RAT_0002743,CUST_000179,TMDB_T_76572,2,2025-10-11
RAT_0002744,CUST_000180,TMDB_M_1019420,5,2026-04-02
RAT_0002745,CUST_000180,TMDB_M_1084187,3,2025-11-28
RAT_0002746,CUST_000180,TMDB_M_1523145,2,2026-01-21
RAT_0002747,CUST_000180,TMDB_M_1634301,4,2025-11-10
RAT_0002748,CUST_000180,TMDB_M_1641319,4,2025-12-23
RAT_0002749,CUST_000180,TMDB_M_1650558,4,2026-03-27
RAT_0002750,CUST_000180,TMDB_M_177572,2,2026-03-24
RAT_0002751,CUST_000180,TMDB_M_333339,4,2025-09-30
RAT_0002752,CUST_000180,TMDB_M_58,4,2026-02-01
RAT_0002753,CUST_000180,TMDB_M_840464,3,2025-11-11
RAT_0002754,CUST_000180,TMDB_M_862739,4,2025-10-31
RAT_0002755,CUST_000180,TMDB_T_1668,3,2025-12-26
RAT_0002756,CUST_000180,TMDB_T_2661,3,2025-10-28
RAT_0002757,CUST_000180,TMDB_T_60574,5,2026-02-20
RAT_0002758,CUST_000181,TMDB_M_1088434,4,2026-02-05
RAT_0002759,CUST_000181,TMDB_M_1523145,3,2025-10-17
RAT_0002760,CUST_000181,TMDB_M_1635276,5,2025-10-15
RAT_0002761,CUST_000181,TMDB_M_58008,4,2026-01-14
RAT_0002762,CUST_000181,TMDB_M_936075,5,2026-01-24
RAT_0002763,CUST_000181,TMDB_T_10534,4,2025-08-05
RAT_0002764,CUST_000181,TMDB_T_1855,5,2025-11-21
RAT_0002765,CUST_000181,TMDB_T_291,5,2026-04-07
RAT_0002766,CUST_000181,TMDB_T_37854,3,2026-03-17
RAT_0002767,CUST_000181,TMDB_T_4588,4,2025-11-15
RAT_0002768,CUST_000181,TMDB_T_57532,3,2026-02-19
RAT_0002769,CUST_000181,TMDB_T_71728,5,2026-04-06
RAT_0002770,CUST_000181,TMDB_T_85552,3,2025-08-22
RAT_0002771,CUST_000181,TMDB_T_8962,5,2025-11-13
RAT_0002772,CUST_000182,TMDB_M_1084242,4,2026-01-19
RAT_0002773,CUST_000182,TMDB_M_1359,4,2025-12-20
RAT_0002774,CUST_000182,TMDB_M_1396,2,2025-12-16
RAT_0002775,CUST_000182,TMDB_M_299536,5,2026-01-28
RAT_0002776,CUST_000182,TMDB_M_424,3,2025-09-19
RAT_0002777,CUST_000182,TMDB_M_475557,3,2026-04-07
RAT_0002778,CUST_000182,TMDB_M_604079,4,2026-03-13
RAT_0002779,CUST_000182,TMDB_M_670,4,2025-11-18
RAT_0002780,CUST_000182,TMDB_M_734286,3,2026-03-04
RAT_0002781,CUST_000182,TMDB_T_13945,5,2025-12-15
RAT_0002782,CUST_000182,TMDB_T_202555,5,2025-09-16
RAT_0002783,CUST_000182,TMDB_T_2261,3,2025-10-29
RAT_0002784,CUST_000182,TMDB_T_290856,3,2025-12-30
RAT_0002785,CUST_000182,TMDB_T_35007,3,2026-04-08
RAT_0002786,CUST_000182,TMDB_T_37680,3,2025-11-20
RAT_0002787,CUST_000182,TMDB_T_60572,5,2026-01-14
RAT_0002788,CUST_000182,TMDB_T_60574,3,2026-02-10
RAT_0002789,CUST_000182,TMDB_T_60735,4,2025-08-20
RAT_0002790,CUST_000182,TMDB_T_71790,5,2025-12-31
RAT_0002791,CUST_000182,TMDB_T_764,4,2026-03-02
RAT_0002792,CUST_000183,TMDB_M_1284120,4,2026-03-30
RAT_0002793,CUST_000183,TMDB_M_1315303,4,2026-03-15
RAT_0002794,CUST_000183,TMDB_M_1339876,3,2025-08-13
RAT_0002795,CUST_000183,TMDB_M_138843,3,2025-12-26
RAT_0002796,CUST_000183,TMDB_M_1426297,3,2025-06-23
RAT_0002797,CUST_000183,TMDB_M_1470130,5,2025-08-03
RAT_0002798,CUST_000183,TMDB_M_1572073,2,2025-11-08
RAT_0002799,CUST_000183,TMDB_M_1610418,3,2026-01-15
RAT_0002800,CUST_000183,TMDB_M_4935,2,2025-07-18
RAT_0002801,CUST_000183,TMDB_M_798645,1,2026-04-08
RAT_0002802,CUST_000183,TMDB_T_1411,3,2026-01-04
RAT_0002803,CUST_000183,TMDB_T_2224,3,2025-09-26
RAT_0002804,CUST_000183,TMDB_T_250307,2,2026-01-01
RAT_0002805,CUST_000183,TMDB_T_4614,3,2026-04-05
RAT_0002806,CUST_000183,TMDB_T_65334,1,2025-05-22
RAT_0002807,CUST_000183,TMDB_T_71790,3,2026-04-05
RAT_0002808,CUST_000183,TMDB_T_764,1,2025-06-05
RAT_0002809,CUST_000184,TMDB_M_1192548,3,2026-03-05
RAT_0002810,CUST_000184,TMDB_M_1403327,4,2025-12-10
RAT_0002811,CUST_000184,TMDB_M_1620551,4,2025-11-28
RAT_0002812,CUST_000184,TMDB_T_117465,5,2025-11-07
RAT_0002813,CUST_000184,TMDB_T_1411,4,2025-07-04
RAT_0002814,CUST_000184,TMDB_T_1415,4,2025-09-22
RAT_0002815,CUST_000184,TMDB_T_32415,4,2025-09-19
RAT_0002816,CUST_000184,TMDB_T_62223,4,2025-08-24
RAT_0002817,CUST_000184,TMDB_T_6836,4,2026-03-08
RAT_0002818,CUST_000184,TMDB_T_790,4,2025-11-03
RAT_0002819,CUST_000184,TMDB_T_82873,4,2026-02-14
RAT_0002820,CUST_000185,TMDB_M_1234731,5,2025-07-19
RAT_0002821,CUST_000185,TMDB_M_1381216,4,2025-07-17
RAT_0002822,CUST_000185,TMDB_M_4247,4,2025-12-05
RAT_0002823,CUST_000185,TMDB_M_615,5,2025-10-21
RAT_0002824,CUST_000185,TMDB_T_1402,4,2025-05-19
RAT_0002825,CUST_000185,TMDB_T_2171,3,2026-02-07
RAT_0002826,CUST_000185,TMDB_T_65942,4,2026-02-07
RAT_0002827,CUST_000185,TMDB_T_8962,3,2025-03-23
RAT_0002828,CUST_000186,TMDB_M_1523145,3,2026-05-10
RAT_0002829,CUST_000187,TMDB_M_1252037,2,2026-03-13
RAT_0002830,CUST_000187,TMDB_M_228150,4,2026-03-30
RAT_0002831,CUST_000187,TMDB_M_269149,3,2026-01-13
RAT_0002832,CUST_000187,TMDB_M_315162,2,2026-04-08
RAT_0002833,CUST_000187,TMDB_M_510,3,2026-02-24
RAT_0002834,CUST_000187,TMDB_M_798645,3,2026-03-22
RAT_0002835,CUST_000187,TMDB_T_1855,4,2026-02-11
RAT_0002836,CUST_000187,TMDB_T_2122,3,2026-01-08
RAT_0002837,CUST_000187,TMDB_T_2224,3,2026-02-16
RAT_0002838,CUST_000187,TMDB_T_2288,2,2026-01-04
RAT_0002839,CUST_000187,TMDB_T_33765,3,2026-01-24
RAT_0002840,CUST_000187,TMDB_T_34524,5,2026-03-06
RAT_0002841,CUST_000187,TMDB_T_48866,4,2026-04-07
RAT_0002842,CUST_000187,TMDB_T_60625,4,2026-03-13
RAT_0002843,CUST_000187,TMDB_T_66732,3,2026-02-08
RAT_0002844,CUST_000188,TMDB_M_1019420,2,2026-01-01
RAT_0002845,CUST_000188,TMDB_M_1297842,3,2026-01-07
RAT_0002846,CUST_000188,TMDB_M_1367642,4,2026-03-21
RAT_0002847,CUST_000188,TMDB_M_273477,3,2026-01-03
RAT_0002848,CUST_000188,TMDB_M_329865,3,2026-03-05
RAT_0002849,CUST_000188,TMDB_M_680493,4,2026-01-24
RAT_0002850,CUST_000188,TMDB_T_1408,2,2026-03-22
RAT_0002851,CUST_000188,TMDB_T_1417,2,2026-01-24
RAT_0002852,CUST_000188,TMDB_T_1434,3,2026-02-14
RAT_0002853,CUST_000188,TMDB_T_4087,3,2026-01-07
RAT_0002854,CUST_000188,TMDB_T_76479,4,2026-01-06
RAT_0002855,CUST_000188,TMDB_T_78191,2,2026-04-05
RAT_0002856,CUST_000189,TMDB_M_101,3,2026-03-17
RAT_0002857,CUST_000189,TMDB_M_128,3,2025-07-04
RAT_0002858,CUST_000189,TMDB_M_1406657,3,2025-08-01
RAT_0002859,CUST_000189,TMDB_M_150540,5,2025-01-13
RAT_0002860,CUST_000189,TMDB_M_1523145,2,2025-09-11
RAT_0002861,CUST_000189,TMDB_M_76341,4,2024-12-13
RAT_0002862,CUST_000189,TMDB_M_807,2,2025-06-23
RAT_0002863,CUST_000189,TMDB_M_98,2,2026-03-28
RAT_0002864,CUST_000189,TMDB_M_982843,2,2026-04-01
RAT_0002865,CUST_000189,TMDB_T_1409,4,2026-01-01
RAT_0002866,CUST_000189,TMDB_T_1411,1,2025-11-30
RAT_0002867,CUST_000189,TMDB_T_1412,1,2025-11-26
RAT_0002868,CUST_000189,TMDB_T_1431,4,2025-04-30
RAT_0002869,CUST_000189,TMDB_T_30981,3,2026-03-28
RAT_0002870,CUST_000189,TMDB_T_4607,3,2026-01-25
RAT_0002871,CUST_000189,TMDB_T_46260,5,2025-12-28
RAT_0002872,CUST_000189,TMDB_T_549,3,2025-06-18
RAT_0002873,CUST_000189,TMDB_T_71790,3,2026-02-10
RAT_0002874,CUST_000189,TMDB_T_764,5,2025-02-07
RAT_0002875,CUST_000189,TMDB_T_79744,4,2025-10-02
RAT_0002876,CUST_000189,TMDB_T_80748,1,2026-03-10
RAT_0002877,CUST_000190,TMDB_M_1038392,4,2025-07-14
RAT_0002878,CUST_000190,TMDB_M_10681,4,2026-01-17
RAT_0002879,CUST_000190,TMDB_M_1110034,3,2024-09-03
RAT_0002880,CUST_000190,TMDB_M_1171145,3,2024-06-30
RAT_0002881,CUST_000190,TMDB_M_1272837,3,2024-06-28
RAT_0002882,CUST_000190,TMDB_M_1284460,3,2026-02-23
RAT_0002883,CUST_000190,TMDB_M_1315303,3,2025-09-05
RAT_0002884,CUST_000190,TMDB_M_1523145,3,2025-09-19
RAT_0002885,CUST_000190,TMDB_M_1572073,2,2024-12-06
RAT_0002886,CUST_000190,TMDB_M_1601243,3,2024-08-25
RAT_0002887,CUST_000190,TMDB_M_517302,4,2025-04-02
RAT_0002888,CUST_000190,TMDB_M_798645,4,2024-07-05
RAT_0002889,CUST_000190,TMDB_T_1416,3,2024-09-18
RAT_0002890,CUST_000190,TMDB_T_1705,2,2024-10-24
RAT_0002891,CUST_000190,TMDB_T_32692,3,2024-07-01
RAT_0002892,CUST_000190,TMDB_T_37854,4,2025-12-06
RAT_0002893,CUST_000190,TMDB_T_65733,5,2025-08-19
