watch_event_id,customer_id,content_id,watch_date,watch_start_time,watch_duration_minutes,completion_percentage,device_type,session_id,is_resumed
WE_00007747,CUST_000095,TMDB_M_28322,2025-08-20,14:19:00,94,0.97,tablet,SESS_8B41BCD9,True
WE_00007748,CUST_000095,TMDB_M_1087192,2025-12-22,16:23:00,161,0.92,mobile,SESS_18AB202B,True
WE_00007749,CUST_000095,TMDB_M_1087192,2025-05-30,20:10:00,103,0.59,mobile,SESS_0BE1BD38,False
WE_00007750,CUST_000095,TMDB_M_1359,2025-06-12,19:01:00,66,0.75,mobile,SESS_4528BBD1,False
WE_00007751,CUST_000095,TMDB_M_1526650,2025-05-15,11:17:00,72,0.53,smart_tv,SESS_E62E54EB,False
WE_00007752,CUST_000095,TMDB_T_1421,2025-08-08,15:57:00,8,0.21,mobile,SESS_007D3D37,True
WE_00007753,CUST_000095,TMDB_M_10191,2025-11-10,21:53:00,48,0.29,desktop,SESS_B069ACBA,False
WE_00007754,CUST_000095,TMDB_M_1246049,2025-12-01,10:02:00,96,0.57,mobile,SESS_D7AAE31F,False
WE_00007755,CUST_000095,TMDB_T_1405,2025-10-12,22:26:00,31,0.78,mobile,SESS_A8F4C2DC,False
WE_00007756,CUST_000095,TMDB_M_876566,2026-03-02,10:08:00,32,0.21,mobile,SESS_9C88F367,False
WE_00007757,CUST_000095,TMDB_M_396535,2025-08-11,22:30:00,39,0.46,smart_tv,SESS_65EA60D8,False
WE_00007758,CUST_000095,TMDB_M_8966,2025-03-16,11:57:00,144,0.8,mobile,SESS_29FCD3E2,True
WE_00007759,CUST_000095,TMDB_M_1284120,2026-03-31,13:11:00,60,0.5,mobile,SESS_6FA760A9,False
WE_00007760,CUST_000095,TMDB_M_967941,2025-07-28,15:36:00,97,0.71,desktop,SESS_3A25BE44,False
WE_00007761,CUST_000095,TMDB_M_1315303,2025-07-12,10:20:00,31,0.31,mobile,SESS_FE318A9E,False
WE_00007762,CUST_000095,TMDB_M_1401778,2025-05-17,09:12:00,124,0.95,mobile,SESS_DF40AE0A,False
WE_00007763,CUST_000095,TMDB_M_646385,2025-05-26,09:59:00,62,0.37,smart_tv,SESS_62A73FF5,False
WE_00007764,CUST_000095,TMDB_M_567609,2025-08-24,22:23:00,59,0.41,mobile,SESS_F5B16D2F,False
WE_00007765,CUST_000095,TMDB_M_453395,2026-03-24,09:33:00,63,0.52,mobile,SESS_7BD0A126,False
WE_00007766,CUST_000095,TMDB_M_396535,2025-08-22,18:37:00,109,0.88,mobile,SESS_15534416,True
WE_00007767,CUST_000095,TMDB_M_28322,2026-02-10,21:14:00,128,0.87,mobile,SESS_1D3208DB,False
WE_00007768,CUST_000095,TMDB_M_8966,2025-05-04,20:29:00,163,0.91,mobile,SESS_8AD634A7,False
WE_00007769,CUST_000095,TMDB_M_967941,2025-06-29,16:58:00,97,0.71,mobile,SESS_D3C0331B,False
WE_00007770,CUST_000096,TMDB_M_615,2025-04-14,13:12:00,77,0.72,desktop,SESS_65CC59D6,False
WE_00007771,CUST_000096,TMDB_M_539,2025-08-30,15:15:00,66,0.51,tablet,SESS_6F1E2050,False
WE_00007772,CUST_000096,TMDB_M_412117,2026-03-12,08:42:00,126,0.92,desktop,SESS_C6E79A7B,False
WE_00007773,CUST_000096,TMDB_T_8962,2026-01-26,14:48:00,6,0.2,desktop,SESS_130AEF28,False
WE_00007774,CUST_000096,TMDB_M_1367763,2025-10-07,18:32:00,169,0.97,gaming_console,SESS_817ED3F4,False
WE_00007775,CUST_000096,TMDB_M_848116,2025-11-10,09:09:00,86,0.6,desktop,SESS_E66AEAFF,False
WE_00007776,CUST_000096,TMDB_T_76479,2024-11-22,19:03:00,13,0.28,desktop,SESS_2700B560,False
WE_00007777,CUST_000096,TMDB_T_1411,2025-05-18,06:50:00,45,0.9,desktop,SESS_D961CEA0,False
WE_00007778,CUST_000096,TMDB_T_237020,2025-08-23,14:40:00,30,0.77,desktop,SESS_394B5576,True
WE_00007779,CUST_000096,TMDB_T_456,2025-07-10,06:38:00,27,0.53,tablet,SESS_7609C580,False
WE_00007780,CUST_000096,TMDB_M_122,2025-05-17,22:04:00,49,0.32,desktop,SESS_DB2BE1BE,False
WE_00007781,CUST_000096,TMDB_M_519182,2024-11-02,17:02:00,67,0.74,desktop,SESS_534B3DBB,False
WE_00007782,CUST_000096,TMDB_M_687163,2025-08-10,15:20:00,127,0.73,desktop,SESS_BC7D0E39,False
WE_00007783,CUST_000096,TMDB_M_98477,2024-11-03,13:58:00,39,0.23,desktop,SESS_67F396B4,False
WE_00007784,CUST_000096,TMDB_M_447273,2025-01-10,17:20:00,53,0.35,desktop,SESS_7E35CB46,False
WE_00007785,CUST_000096,TMDB_T_237020,2026-04-16,16:59:00,25,0.65,desktop,SESS_0B1F7526,False
WE_00007786,CUST_000096,TMDB_T_2261,2025-06-15,09:43:00,8,0.32,desktop,SESS_B92D933D,True
WE_00007787,CUST_000096,TMDB_M_20352,2024-10-21,19:30:00,92,0.61,desktop,SESS_2AC3AAFC,False
WE_00007788,CUST_000096,TMDB_M_1175942,2026-02-17,20:25:00,29,0.24,desktop,SESS_EF30681C,False
WE_00007789,CUST_000096,TMDB_T_6836,2025-12-30,15:46:00,34,0.82,desktop,SESS_DB36840C,False
WE_00007790,CUST_000096,TMDB_M_1226863,2025-04-10,08:05:00,162,0.98,desktop,SESS_3F532270,False
WE_00007791,CUST_000096,TMDB_M_552524,2025-09-30,18:10:00,154,0.99,gaming_console,SESS_209F9F95,False
WE_00007792,CUST_000096,TMDB_M_10138,2024-12-21,20:21:00,129,0.91,desktop,SESS_F4DEA863,False
WE_00007793,CUST_000096,TMDB_M_1284460,2025-06-11,17:06:00,50,0.56,desktop,SESS_EB108621,False
WE_00007794,CUST_000096,TMDB_T_2261,2025-08-29,12:54:00,24,0.89,desktop,SESS_5A332B7D,False
WE_00007795,CUST_000096,TMDB_T_6836,2025-06-13,07:28:00,26,0.64,desktop,SESS_945DBE02,False
WE_00007796,CUST_000096,TMDB_M_1020969,2025-09-17,12:56:00,45,0.27,desktop,SESS_3F381A63,False
WE_00007797,CUST_000096,TMDB_M_8358,2025-11-19,18:29:00,74,0.46,desktop,SESS_5995E5F4,False
WE_00007798,CUST_000096,TMDB_T_62223,2024-10-05,17:45:00,14,0.45,desktop,SESS_BC033A02,True
WE_00007799,CUST_000096,TMDB_M_20352,2026-01-29,07:17:00,30,0.2,desktop,SESS_B7584252,False
WE_00007800,CUST_000096,TMDB_T_76572,2026-03-03,13:30:00,27,0.73,mobile,SESS_B3953089,False
WE_00007801,CUST_000096,TMDB_M_674,2025-03-28,22:22:00,49,0.49,desktop,SESS_B2288B79,False
WE_00007802,CUST_000096,TMDB_T_32415,2025-03-03,07:39:00,46,0.81,desktop,SESS_88AB7AFD,False
WE_00007803,CUST_000096,TMDB_M_246,2026-01-24,19:33:00,121,0.84,smart_tv,SESS_9C9425D8,False
WE_00007804,CUST_000096,TMDB_M_630,2025-07-15,16:54:00,74,0.7,desktop,SESS_D455B87E,True
WE_00007805,CUST_000096,TMDB_M_840464,2025-12-15,23:14:00,43,0.4,tablet,SESS_72BE5FB8,False
WE_00007806,CUST_000096,TMDB_T_6836,2025-01-15,20:40:00,36,0.87,desktop,SESS_81D9CFF9,False
WE_00007807,CUST_000096,TMDB_T_1412,2025-06-08,13:01:00,33,0.75,tablet,SESS_F3D210DB,True
WE_00007808,CUST_000096,TMDB_T_61818,2026-01-11,10:47:00,13,0.49,desktop,SESS_39385322,True
WE_00007809,CUST_000096,TMDB_M_1175942,2025-02-20,15:15:00,156,0.97,desktop,SESS_6F6656B4,False
WE_00007810,CUST_000096,TMDB_M_1234731,2026-03-21,17:49:00,111,0.63,desktop,SESS_C395428A,False
WE_00007811,CUST_000096,TMDB_M_20352,2025-07-30,20:17:00,31,0.21,desktop,SESS_E2F7DA51,False
WE_00007812,CUST_000096,TMDB_M_630,2026-03-08,06:24:00,75,0.71,mobile,SESS_9B9ABB6D,False
WE_00007813,CUST_000096,TMDB_T_62223,2025-07-27,06:53:00,8,0.3,desktop,SESS_A09D63DE,False
WE_00007814,CUST_000096,TMDB_M_20352,2025-02-22,10:01:00,72,0.48,desktop,SESS_9E0A294E,False
WE_00007815,CUST_000096,TMDB_M_1234731,2026-04-03,17:06:00,69,0.39,desktop,SESS_FD0BE52C,False
WE_00007816,CUST_000096,TMDB_M_412117,2025-01-25,10:12:00,106,0.77,desktop,SESS_C3B44BAE,False
WE_00007817,CUST_000096,TMDB_T_63770,2025-07-21,07:28:00,9,0.29,desktop,SESS_6577ABA9,True
WE_00007818,CUST_000096,TMDB_M_412117,2024-12-17,17:18:00,21,0.25,desktop,SESS_00FC21FD,False
WE_00007819,CUST_000096,TMDB_T_62223,2025-11-12,16:56:00,22,0.76,desktop,SESS_751095ED,False
WE_00007820,CUST_000096,TMDB_M_20352,2026-01-11,22:56:00,148,0.98,tablet,SESS_7F7EEDAA,False
WE_00007821,CUST_000096,TMDB_M_1175942,2026-02-07,18:50:00,35,0.29,desktop,SESS_AF826DA0,True
WE_00007822,CUST_000096,TMDB_T_82873,2025-06-21,11:51:00,38,0.78,desktop,SESS_48C31385,False
WE_00007823,CUST_000096,TMDB_T_2221,2025-10-02,06:07:00,25,0.64,tablet,SESS_F41FACD1,False
WE_00007824,CUST_000096,TMDB_M_519182,2024-10-14,07:00:00,21,0.24,desktop,SESS_9BB718A5,False
WE_00007825,CUST_000096,TMDB_M_447273,2025-01-11,14:35:00,68,0.78,desktop,SESS_4D617FFB,False
WE_00007826,CUST_000096,TMDB_M_1226863,2025-06-09,21:53:00,89,0.54,desktop,SESS_3E16918F,False
WE_00007827,CUST_000096,TMDB_M_4232,2024-12-05,21:03:00,110,0.95,desktop,SESS_84DC5E33,False
WE_00007828,CUST_000096,TMDB_T_62223,2025-08-16,11:42:00,27,0.96,gaming_console,SESS_34CD510F,True
WE_00007829,CUST_000096,TMDB_T_6836,2025-06-12,12:39:00,34,0.81,desktop,SESS_8953CABC,False
WE_00007830,CUST_000096,TMDB_M_412117,2026-01-24,22:14:00,81,0.59,desktop,SESS_FF4B3804,True
WE_00007831,CUST_000096,TMDB_T_32415,2025-02-10,13:10:00,34,0.61,mobile,SESS_95935DF6,True
WE_00007832,CUST_000096,TMDB_M_672,2024-11-05,22:49:00,113,0.64,desktop,SESS_4A3E7903,False
WE_00007833,CUST_000096,TMDB_M_330457,2025-11-09,15:12:00,59,0.47,desktop,SESS_9ADC8FE3,False
WE_00007834,CUST_000096,TMDB_T_237020,2025-07-15,23:09:00,12,0.31,desktop,SESS_83C7F1D9,False
WE_00007835,CUST_000096,TMDB_T_34307,2025-09-11,23:59:00,13,0.37,desktop,SESS_0289A49C,False
WE_00007836,CUST_000096,TMDB_T_1489,2025-06-19,15:32:00,44,0.83,desktop,SESS_1E46C88E,False
WE_00007837,CUST_000096,TMDB_T_62223,2025-09-07,22:03:00,9,0.28,gaming_console,SESS_0809C464,True
WE_00007838,CUST_000096,TMDB_T_456,2026-01-25,17:16:00,40,0.79,desktop,SESS_F60FDBF2,True
WE_00007839,CUST_000096,TMDB_M_1523145,2025-10-04,18:46:00,38,0.24,desktop,SESS_66747987,False
WE_00007840,CUST_000096,TMDB_M_20352,2024-12-23,08:45:00,91,0.56,mobile,SESS_E6D7E558,False
WE_00007841,CUST_000096,TMDB_T_1489,2025-08-20,20:06:00,44,0.83,desktop,SESS_8B5B73DF,False
WE_00007842,CUST_000096,TMDB_T_4087,2025-06-23,10:50:00,22,0.87,desktop,SESS_D5647056,False
WE_00007843,CUST_000096,TMDB_M_1493859,2025-01-11,17:56:00,58,0.55,desktop,SESS_1AB84C1B,False
WE_00007844,CUST_000096,TMDB_M_181808,2025-08-26,10:07:00,109,0.74,desktop,SESS_8E687E83,False
WE_00007845,CUST_000096,TMDB_M_762509,2026-01-15,23:55:00,143,0.84,mobile,SESS_8E382A3D,False
WE_00007846,CUST_000096,TMDB_T_3452,2026-02-13,14:27:00,26,0.62,desktop,SESS_CDF392F9,False
WE_00007847,CUST_000096,TMDB_M_1234731,2025-11-08,16:00:00,44,0.25,desktop,SESS_4E1C6D6A,False
WE_00007848,CUST_000096,TMDB_T_1668,2024-11-03,21:34:00,37,0.9,smart_tv,SESS_8D129C6C,False
WE_00007849,CUST_000096,TMDB_T_1398,2024-12-08,06:43:00,15,0.28,tablet,SESS_BCA50AC2,False
WE_00007850,CUST_000096,TMDB_T_6836,2026-01-04,10:25:00,23,0.57,desktop,SESS_DAC7BFFA,False
WE_00007851,CUST_000096,TMDB_T_1402,2026-02-05,10:08:00,32,0.74,desktop,SESS_8DA72E1A,False
WE_00007852,CUST_000096,TMDB_T_82873,2025-09-19,23:53:00,27,0.57,desktop,SESS_DD90FEF2,False
WE_00007853,CUST_000096,TMDB_M_848116,2025-06-04,16:36:00,90,0.63,desktop,SESS_ECEA934F,False
WE_00007854,CUST_000096,TMDB_T_498,2024-12-14,10:23:00,18,0.55,desktop,SESS_5EDCE3B7,False
WE_00007855,CUST_000096,TMDB_M_1020969,2025-01-29,12:18:00,73,0.44,desktop,SESS_0029691E,False
WE_00007856,CUST_000096,TMDB_M_271110,2026-01-09,09:49:00,99,0.55,smart_tv,SESS_584C3EE3,True
WE_00007857,CUST_000096,TMDB_M_1175942,2026-01-18,10:26:00,67,0.55,desktop,SESS_ADC77C49,True
WE_00007858,CUST_000096,TMDB_M_1865,2025-07-09,18:38:00,93,0.93,desktop,SESS_E37B9630,False
WE_00007859,CUST_000096,TMDB_M_1020969,2024-10-04,13:12:00,72,0.65,desktop,SESS_5B1BAB8D,False
WE_00007860,CUST_000096,TMDB_M_10138,2025-09-12,10:09:00,41,0.29,desktop,SESS_E941CFF1,True
WE_00007861,CUST_000096,TMDB_T_71494,2025-10-04,21:49:00,24,0.6,desktop,SESS_632CD092,False
WE_00007862,CUST_000096,TMDB_M_687163,2024-12-30,22:41:00,88,0.51,desktop,SESS_42D4C734,False
WE_00007863,CUST_000096,TMDB_T_95557,2025-06-09,23:03:00,27,0.89,desktop,SESS_D351DF5F,False
WE_00007864,CUST_000096,TMDB_T_6836,2025-06-02,08:31:00,26,0.64,desktop,SESS_AA3B3DB7,False
WE_00007865,CUST_000096,TMDB_M_1175942,2025-04-07,22:52:00,40,0.25,desktop,SESS_4B50045E,False
WE_00007866,CUST_000096,TMDB_M_1020969,2024-11-19,09:10:00,122,0.73,desktop,SESS_0D41DE26,True
WE_00007867,CUST_000096,TMDB_M_1368166,2026-04-11,11:37:00,117,0.79,desktop,SESS_E9FAA206,True
WE_00007868,CUST_000096,TMDB_T_22980,2025-09-22,15:58:00,25,0.72,desktop,SESS_A754251D,False
WE_00007869,CUST_000096,TMDB_T_498,2025-03-29,15:12:00,25,0.76,desktop,SESS_29788933,True
WE_00007870,CUST_000097,TMDB_M_1523145,2024-12-13,20:32:00,56,0.35,gaming_console,SESS_CDBBBC7A,False
WE_00007871,CUST_000097,TMDB_T_5920,2026-02-22,23:37:00,28,0.78,gaming_console,SESS_A18ABFA8,False
WE_00007872,CUST_000097,TMDB_M_562,2026-03-16,08:25:00,112,0.79,gaming_console,SESS_5F5310D7,False
WE_00007873,CUST_000097,TMDB_T_1405,2025-08-22,07:29:00,27,0.67,gaming_console,SESS_0C2FDED5,False
WE_00007874,CUST_000097,TMDB_T_1431,2025-05-24,21:56:00,29,0.7,gaming_console,SESS_4BAE2C00,False
WE_00007875,CUST_000097,TMDB_M_24,2025-02-23,19:06:00,29,0.2,gaming_console,SESS_4087550B,False
WE_00007876,CUST_000097,TMDB_T_32692,2025-05-18,22:31:00,27,0.64,gaming_console,SESS_F02A1B37,False
WE_00007877,CUST_000097,TMDB_M_1171145,2025-04-05,19:51:00,57,0.52,gaming_console,SESS_4635D22A,False
WE_00007878,CUST_000097,TMDB_T_76479,2024-11-02,18:51:00,44,0.94,mobile,SESS_6C04399D,True
WE_00007879,CUST_000097,TMDB_M_1191876,2024-12-26,09:23:00,51,0.51,gaming_console,SESS_669F5E4F,False
WE_00007880,CUST_000097,TMDB_M_76600,2025-08-27,22:20:00,58,0.36,gaming_console,SESS_2A329B37,True
WE_00007881,CUST_000097,TMDB_T_4614,2025-12-04,17:22:00,36,0.71,desktop,SESS_60B97459,False
WE_00007882,CUST_000097,TMDB_T_60574,2024-05-16,16:40:00,38,0.87,gaming_console,SESS_20448D4C,False
WE_00007883,CUST_000097,TMDB_T_80748,2024-08-22,09:48:00,12,0.2,gaming_console,SESS_581D0820,True
WE_00007884,CUST_000097,TMDB_M_502356,2024-10-20,17:43:00,120,0.69,gaming_console,SESS_DF4B4C19,False
WE_00007885,CUST_000097,TMDB_M_475557,2024-10-08,09:02:00,117,0.8,gaming_console,SESS_EEB450C8,False
WE_00007886,CUST_000097,TMDB_M_1419406,2024-05-07,07:24:00,98,0.63,gaming_console,SESS_2F2A2499,False
WE_00007887,CUST_000097,TMDB_M_11,2025-05-23,07:01:00,65,0.47,tablet,SESS_1FF868E7,False
WE_00007888,CUST_000097,TMDB_M_76600,2024-08-15,18:00:00,147,0.91,gaming_console,SESS_3C64B7E5,False
WE_00007889,CUST_000097,TMDB_T_71790,2026-01-03,06:59:00,42,0.79,gaming_console,SESS_A5C3A0A9,False
WE_00007890,CUST_000097,TMDB_M_1291608,2026-01-11,14:42:00,40,0.31,gaming_console,SESS_CB0A7314,False
WE_00007891,CUST_000097,TMDB_M_798645,2025-11-17,07:28:00,85,0.66,gaming_console,SESS_4EAB6BDD,False
WE_00007892,CUST_000097,TMDB_M_541671,2025-02-26,08:22:00,81,0.74,gaming_console,SESS_4DB70660,True
WE_00007893,CUST_000097,TMDB_M_575265,2026-02-01,09:40:00,81,0.81,gaming_console,SESS_C91463AC,False
WE_00007894,CUST_000097,TMDB_M_177572,2025-07-24,16:24:00,58,0.38,gaming_console,SESS_390BDE0D,False
WE_00007895,CUST_000097,TMDB_M_157336,2025-04-25,18:15:00,58,0.64,gaming_console,SESS_2BB47785,False
WE_00007896,CUST_000097,TMDB_M_672,2026-02-21,23:59:00,173,0.98,gaming_console,SESS_D15A1B21,False
WE_00007897,CUST_000097,TMDB_M_101,2025-05-03,22:59:00,101,0.92,gaming_console,SESS_50029C14,False
WE_00007898,CUST_000097,TMDB_M_539972,2024-08-17,11:58:00,75,0.83,gaming_console,SESS_14F32E9B,False
WE_00007899,CUST_000097,TMDB_M_1290821,2025-04-19,12:09:00,54,0.47,gaming_console,SESS_55409902,False
WE_00007900,CUST_000097,TMDB_M_273481,2026-02-25,18:13:00,73,0.42,gaming_console,SESS_1A04409F,False
WE_00007901,CUST_000097,TMDB_M_198663,2025-11-01,18:05:00,36,0.24,desktop,SESS_DCA261EA,False
WE_00007902,CUST_000097,TMDB_M_58,2026-02-02,22:36:00,149,0.83,gaming_console,SESS_00D9DC89,False
WE_00007903,CUST_000097,TMDB_M_1493859,2024-09-03,07:11:00,68,0.64,gaming_console,SESS_20B2A35F,False
WE_00007904,CUST_000097,TMDB_M_1197306,2025-12-31,13:04:00,113,0.72,gaming_console,SESS_17664A5A,False
WE_00007905,CUST_000097,TMDB_M_333339,2025-11-02,10:11:00,41,0.33,gaming_console,SESS_EDE652F5,True
WE_00007906,CUST_000097,TMDB_M_807,2026-02-21,22:24:00,56,0.56,gaming_console,SESS_3CA0CBD6,True
WE_00007907,CUST_000097,TMDB_T_5920,2025-05-04,22:05:00,34,0.92,gaming_console,SESS_24A7DCE4,True
WE_00007908,CUST_000097,TMDB_M_14161,2026-04-14,10:54:00,35,0.24,gaming_console,SESS_7EA19C4A,False
WE_00007909,CUST_000097,TMDB_M_361743,2024-10-30,20:37:00,143,0.87,gaming_console,SESS_454C976E,False
WE_00007910,CUST_000097,TMDB_M_539972,2025-02-04,11:48:00,80,0.89,gaming_console,SESS_BB4400F1,False
WE_00007911,CUST_000097,TMDB_M_285,2025-10-25,06:24:00,45,0.3,gaming_console,SESS_8E416029,False
WE_00007912,CUST_000097,TMDB_M_762509,2025-07-25,15:06:00,99,0.58,gaming_console,SESS_523C0ED4,False
WE_00007913,CUST_000097,TMDB_M_524047,2026-04-22,18:32:00,114,0.7,gaming_console,SESS_2E52635D,False
WE_00007914,CUST_000097,TMDB_M_181812,2025-01-31,16:51:00,68,0.61,gaming_console,SESS_2B998363,False
WE_00007915,CUST_000097,TMDB_T_32415,2025-06-15,09:57:00,42,0.75,gaming_console,SESS_23D34FB6,False
WE_00007916,CUST_000097,TMDB_T_124364,2025-02-26,21:27:00,28,0.7,gaming_console,SESS_19F58E82,False
WE_00007917,CUST_000097,TMDB_T_873,2025-12-11,21:27:00,53,0.99,gaming_console,SESS_809A794C,False
WE_00007918,CUST_000097,TMDB_M_1242898,2025-04-28,22:14:00,50,0.41,gaming_console,SESS_9D6D37C7,True
WE_00007919,CUST_000097,TMDB_T_46296,2024-11-27,17:14:00,34,0.68,gaming_console,SESS_0E03622C,False
WE_00007920,CUST_000097,TMDB_M_414906,2025-11-12,07:20:00,73,0.9,mobile,SESS_8772A3BA,False
WE_00007921,CUST_000097,TMDB_T_2190,2025-05-31,13:42:00,25,0.49,gaming_console,SESS_5CFF7279,False
WE_00007922,CUST_000097,TMDB_T_1409,2024-06-21,17:05:00,16,0.28,gaming_console,SESS_4221AD1E,False
WE_00007923,CUST_000097,TMDB_M_539972,2026-03-12,21:06:00,41,0.46,gaming_console,SESS_44ED3D94,False
WE_00007924,CUST_000097,TMDB_M_120,2025-08-12,20:44:00,73,0.44,smart_tv,SESS_5DBA2337,False
WE_00007925,CUST_000097,TMDB_T_80748,2025-05-27,17:52:00,22,0.38,tablet,SESS_C5BA8420,False
WE_00007926,CUST_000097,TMDB_T_873,2024-06-25,06:47:00,47,0.88,gaming_console,SESS_DFB44EEF,False
WE_00007927,CUST_000097,TMDB_M_346,2024-06-13,15:15:00,108,0.72,gaming_console,SESS_DA69AA76,False
WE_00007928,CUST_000097,TMDB_T_76479,2024-12-31,19:20:00,29,0.62,gaming_console,SESS_D550F98F,False
WE_00007929,CUST_000097,TMDB_T_1431,2025-09-03,23:25:00,36,0.86,tablet,SESS_1E7C30A0,False
WE_00007930,CUST_000097,TMDB_M_1582770,2025-01-16,20:33:00,62,0.36,smart_tv,SESS_B3CBC1C4,False
WE_00007931,CUST_000097,TMDB_T_60572,2024-12-27,08:17:00,18,0.35,gaming_console,SESS_759F52C9,True
WE_00007932,CUST_000097,TMDB_M_1267319,2025-10-07,18:33:00,36,0.25,gaming_console,SESS_D8EF8F09,False
WE_00007933,CUST_000097,TMDB_M_102382,2024-07-28,21:01:00,37,0.42,desktop,SESS_0961B319,False
WE_00007934,CUST_000097,TMDB_M_1305781,2025-04-23,17:02:00,140,0.84,smart_tv,SESS_82B3158F,False
WE_00007935,CUST_000097,TMDB_M_425274,2025-11-03,19:00:00,27,0.25,gaming_console,SESS_31FAF7E0,False
WE_00007936,CUST_000097,TMDB_M_414906,2024-11-12,18:53:00,100,0.69,gaming_console,SESS_6BD95A4F,False
WE_00007937,CUST_000097,TMDB_M_1611398,2025-09-10,07:51:00,70,0.8,gaming_console,SESS_1192E4DC,False
WE_00007938,CUST_000097,TMDB_M_86501,2025-01-13,14:22:00,61,0.71,gaming_console,SESS_D353DB1C,False
WE_00007939,CUST_000097,TMDB_M_121,2025-04-18,15:51:00,100,0.82,gaming_console,SESS_99D2F7F2,True
WE_00007940,CUST_000097,TMDB_T_40663,2025-05-01,08:14:00,16,0.31,gaming_console,SESS_EFB3EB37,False
WE_00007941,CUST_000097,TMDB_T_456,2025-04-06,13:21:00,11,0.22,tablet,SESS_818B0652,False
WE_00007942,CUST_000097,TMDB_T_63174,2024-10-09,07:07:00,47,0.83,desktop,SESS_CFE4CE7B,False
WE_00007943,CUST_000097,TMDB_T_85552,2025-08-14,19:58:00,20,0.58,gaming_console,SESS_5A45B8CC,False
WE_00007944,CUST_000097,TMDB_M_12445,2024-10-09,22:52:00,132,0.78,gaming_console,SESS_8B160A4D,False
WE_00007945,CUST_000097,TMDB_T_74561,2025-02-06,13:26:00,35,0.71,gaming_console,SESS_49058E12,False
WE_00007946,CUST_000097,TMDB_M_1726,2024-08-15,18:34:00,104,0.64,gaming_console,SESS_2F17A43F,False
WE_00007947,CUST_000097,TMDB_T_112527,2024-07-11,17:21:00,10,0.41,gaming_console,SESS_503EF9CB,False
WE_00007948,CUST_000097,TMDB_M_986056,2024-08-03,06:55:00,23,0.21,gaming_console,SESS_B106C45A,True
WE_00007949,CUST_000097,TMDB_M_1197306,2024-11-17,11:33:00,105,0.67,gaming_console,SESS_D4EC675D,False
WE_00007950,CUST_000097,TMDB_T_58841,2026-04-23,16:28:00,18,0.61,gaming_console,SESS_53D2F38A,True
WE_00007951,CUST_000097,TMDB_M_1634301,2025-07-11,17:52:00,116,0.73,gaming_console,SESS_CFEA3A8F,False
WE_00007952,CUST_000097,TMDB_T_549,2024-10-27,20:00:00,44,0.8,mobile,SESS_0CCCF76F,False
WE_00007953,CUST_000097,TMDB_M_22,2024-10-13,16:41:00,43,0.49,gaming_console,SESS_DD0CD405,False
WE_00007954,CUST_000097,TMDB_T_1398,2025-02-12,10:41:00,36,0.67,gaming_console,SESS_AF80CCB1,False
WE_00007955,CUST_000097,TMDB_T_237020,2024-09-27,19:12:00,28,0.72,gaming_console,SESS_477AB887,False
WE_00007956,CUST_000097,TMDB_M_49051,2025-10-05,16:07:00,159,1.0,gaming_console,SESS_166E6AEB,False
WE_00007957,CUST_000097,TMDB_M_177572,2025-10-01,07:11:00,61,0.4,smart_tv,SESS_BE07D0C9,False
WE_00007958,CUST_000097,TMDB_M_58,2024-12-23,15:16:00,77,0.43,gaming_console,SESS_97AD6A67,False
WE_00007959,CUST_000097,TMDB_M_1726,2026-02-28,12:34:00,95,0.89,gaming_console,SESS_EEA0E30E,False
WE_00007960,CUST_000097,TMDB_M_673,2024-10-28,07:49:00,33,0.22,gaming_console,SESS_3977C6C3,False
WE_00007961,CUST_000097,TMDB_M_429617,2026-04-17,19:31:00,164,0.92,mobile,SESS_22F50DB1,False
WE_00007962,CUST_000097,TMDB_M_111,2025-11-30,22:56:00,152,0.99,desktop,SESS_41C7A406,True
WE_00007963,CUST_000097,TMDB_M_425274,2025-12-16,13:06:00,94,0.87,gaming_console,SESS_CB3ADA7F,False
WE_00007964,CUST_000097,TMDB_T_62223,2025-12-24,12:40:00,19,0.66,gaming_console,SESS_E7F1EC14,False
WE_00007965,CUST_000097,TMDB_M_122917,2026-03-28,13:41:00,54,0.59,gaming_console,SESS_966925ED,False
WE_00007966,CUST_000097,TMDB_M_1865,2025-10-26,23:04:00,43,0.43,gaming_console,SESS_076C1833,True
WE_00007967,CUST_000097,TMDB_M_99861,2026-02-21,13:57:00,84,0.49,gaming_console,SESS_0C586C0A,False
WE_00007968,CUST_000097,TMDB_T_76479,2025-06-29,20:19:00,29,0.62,gaming_console,SESS_571CDFBF,False
WE_00007969,CUST_000097,TMDB_M_559,2024-09-10,08:51:00,153,0.85,desktop,SESS_04579D6F,False
WE_00007970,CUST_000098,TMDB_M_1652947,2025-05-30,21:20:00,80,0.47,smart_tv,SESS_D52939E5,False
WE_00007971,CUST_000098,TMDB_M_4935,2025-10-13,23:31:00,45,0.3,smart_tv,SESS_57232FAA,False
WE_00007972,CUST_000098,TMDB_T_85552,2026-02-10,10:38:00,32,0.93,smart_tv,SESS_15C18944,False
WE_00007973,CUST_000098,TMDB_M_8966,2026-02-21,22:04:00,142,0.79,smart_tv,SESS_A9DFCC0C,False
WE_00007974,CUST_000098,TMDB_M_497,2025-09-12,08:35:00,125,0.87,smart_tv,SESS_4998EF25,False
WE_00007975,CUST_000098,TMDB_M_497,2025-06-05,23:15:00,41,0.29,smart_tv,SESS_63CE0666,False
